[0:00:09] su1ryu30: こんちゃー
[5:17:03] ぼちや: 喜怒哀楽.exeいれる？
[5:17:04] ぷれはぶ: 私は占い師です
[5:17:08] 由之助: 由之助 subscribed at Tier 1. 
[5:17:09] marusei_buttersand: 警察のヘイトを背負うのもまた物語か
[5:17:13] ozp09: 壊れた方がましｗｗ
[5:17:15] sinmai_metagurosu: ガチはぁ？
[5:17:19] くらげるん: もともと黒でした、が伝わればいいのにね
[5:17:20] きなこ117: 歪んでる？
[5:17:25] ぱぬたろ: guilty38Ha
[5:17:27] maka2736: 店長とかぐち逸さんあたりに改造されないように強固にしてもらうか…
[5:17:33] hatoya0210: は～（°～°）？？？？？
[5:17:37] Okina_xst: 急にスピード変わるの面倒
[5:17:37] shiro_beans: きたー！！！！
[5:17:38] ひろりきん1222: オルカのガチはぁ？こわかったわ
[5:17:43] かんでら: 仲間の為という正義もある
[5:17:49] suguraddiction1: 正義が警察側と真っ向からぶつかってるのが狂人になりきれないからねぇ
[5:17:54] juny_rd: とおっ
[5:17:55] hyumnkel: ｗｗｗｗｗ
[5:17:55] sie911: www
[5:17:56] がぶ1522: 遠すぎw
[5:17:56] Okina_xst: 遠いなｗｗｗ
[5:17:56] 名西遁念: はぁ？w
[5:17:58] iroha010: 遠っ
[5:17:58] 志岐_月影: 遠w
[5:17:58] くらげるん: ｗｗｗｗ
[5:17:59] fukutoto: wwwww
[5:17:59] gg_hi1_mmm006: 遠すぎｗｗ
[5:18:00] shiro_beans: 遠すぎwwwwwwwww
[5:18:00] オニアカマル: www
[5:18:02] メイフ: 遠すぎるwwwwwww
[5:18:02] muru1113: 遠いw
[5:18:04] さーそー: 最北の地
[5:18:05] ぱぬたろ: www
[5:18:06] misaki2008yo: やばwwww
[5:18:06] matcha612: 心持つストーリーも面白いしこのままでも面白いし無限の可能性
[5:18:07] うな重うな抜き: 感情exe入れて悪役に徹するとか？
[5:18:07] かんでら: 遠いｗｗｗ
[5:18:10] dokukinoko_lily: 牢屋では無いところでシリアスターンがありそうではある
[5:18:11] 暴れ鹿: 問題は警察のヘイトが全部会長にいきそうなところかなｗｗ
[5:18:11] marusei_buttersand: https://clips.twitch.tv/FunLaconicChickenJebaited-976dUY11hV0MlWlW
[5:18:12] suguraddiction1: ブースティングのためならえんやこら
[5:18:12] kou230015: 元からこの街には犯罪に来たことにして、ミスで警察用の法律インストールしちゃったことにしたら？
[5:18:16] sie911: 事故気をつけてー
[5:18:16] tokinoli: あとから封印されていた自我が出てきた設定とかね
[5:18:17] ロジーー: RP見直し
[5:18:20] suguraddiction1: だわねぇ
[5:18:20] shiro_beans: 設定ねりねりいるかー
[5:18:21] l_makky: ＡＩいれちゃう？
[5:18:23] かんでら: 北までバイクドライブ
[5:18:24] おるぅくん: 対策考えておくべきかもねｗ
[5:18:25] 名西遁念: 設定と共有？w
[5:18:41] Okina_xst: 設定しっかり練らないとRP負けかねない
[5:18:43] うな重うな抜き: 設定練り練り
[5:18:45] calcadle: 警察よりシリアスRPが怖いんだよ
[5:18:49] kuro00000000000000: このままだとRPの差で論破されるしね
[5:18:56] ぴよねぇさん: 今後のRP用に見直し必要だね
[5:18:56] maka2736: 設定を強固にしよう
[5:18:57] 暴れ鹿: あっちがガチガチのRPだからこっちも固めないとね
[5:19:00] Aizawa_U2: www
[5:19:02] diophoenix: なんならイシヅカでも
[5:19:04] くらげるん: せやねｗｗ
[5:19:07] ロジーー: 負けるじゃなくて、会話に詰まって困りそう・・・
[5:19:10] 広葉樹: 広葉樹 subscribed at Tier 1. 
[5:19:12] shiro_beans: 温度差もえぐいか
[5:19:13] kazaneshin: シリアスな反応されるの胃に来るなぁ
[5:19:16] さーそー: 警察に戻らざるを得なくなるまである？w
[5:19:18] たけもにすと: RPバトルゲーム
[5:19:18] tokinoli: シリアスと三回唱えろw
[5:19:22] Smaat0430: まぁストグラだからRPをしっかりしないとね
[5:19:24] kurario00: 正直今の状態で自我獲得しちゃうと空き巣協会の思い出が強すぎて普通に黒の道選びそうｗ
[5:19:25] hatoya0210: ぐうの音も出ないからな
[5:19:25] l_makky: 魂的にはこのままでいたい？
[5:19:26] kuro00000000000000: というかオルカがRPガチ勢なとこあるでしょあれwww
[5:19:27] くうきおう: この集団にいるとコントになりがちだからなw
[5:19:28] iroha010: 警察exeがウイルス扱いにする？
[5:19:30] abyss209: もういっそショートして記憶消そう
[5:19:32] sonkun555: 突っぱねる文句考えとくか
[5:19:32] suguraddiction1: シリアスシリアスコミカル
[5:19:33] ozp09: 遡って空き巣見てきたけどなんで空き巣でシリアスｗｗｗ
[5:19:34] さい0602: 困ったら「ハンザイハンザイタノシイナ～」の歌うたうかもう
[5:19:39] maka2736: 今楽しいからねぇ
[5:19:39] しおらいく: 考えながら話すのムズイ…
[5:19:43] 志岐_月影: こっちの設定が警察に理解されないからなー
[5:19:44] rei1010: RP.exeいれるしかないな
[5:19:45] sie911: うん
[5:19:46] suzunone_: そもそも犯罪がしたくてきてるもんね
[5:19:46] yukiyukikon: 設定練って一回みんなと情報興味したいね
[5:19:47] ky0to23: 犯罪が機能的にしっくりしたとかは？
[5:19:48] かんでら: ｗｗｗｗｗｗｗｗｗｗｗ
[5:19:49] たけもにすと: wwww
[5:19:49] maka2736: ｗｗｗｗｗ
[5:19:49] きなこ117: ｗｗｗｗｗｗ
[5:19:49] matcha612: wwwww
[5:19:50] sie911: www
[5:19:50] くらげるん: うん
[5:19:51] うな重うな抜き: 空き巣は無理があるｗｗｗｗｗｗｗ
[5:19:51] ruca202: ｗｗｗｗｗ
[5:19:51] suzunone_: www
[5:19:51] けんん1203: ｗｗｗｗｗｗ
[5:19:52] もじろー: ｗｗｗｗｗｗｗｗｗｗｗｗ
[5:19:52] l_makky: ｗｗｗｗｗｗｗｗ
[5:19:52] aki_mokomoko0209: www
[5:19:52] Okina_xst: wwwwww
[5:19:52] kuro00000000000000: www
[5:19:52] くらげるん: ｗｗｗｗ
[5:19:53] 暴れ鹿: ｗｗｗｗｗｗｗｗ
[5:19:53] みょるま: wwwwww
[5:19:53] たけもにすと: それはそう
[5:19:53] syastaria0919: 確かに
[5:19:53] akane1827: wwww
[5:19:53] shiro_beans: wwwwwwwwwwwwwww
[5:19:54] hatoya0210: それはそうよ
[5:19:54] pugumo: wwwwwwwww
[5:19:54] suguraddiction1: 空気がねw
[5:19:54] にこにここ: それはそうwww
[5:19:54] muru1113: それはそうwwww
[5:19:54] yuzu_riki: 空き巣が悪かったwwwwww
[5:19:55] hyumnkel: それはそう
[5:19:55] Smaat0430: それはそう笑
[5:19:55] ロジーー: 天と地と
[5:19:55] さーそー: それはそう
[5:19:55] gg_hi1_mmm006: ｗｗｗｗｗｗ
[5:19:55] おるぅくん: さすがにねｗ
[5:19:55] くうきおう: そらそう
[5:19:55] 白_白: wwww
[5:19:55] akashiyki: もうちょい大型で捕まってからやなww
[5:19:55] 志岐_月影: それねww
[5:19:56] matcha612: それはそw
[5:19:56] ぜす: それはそう
[5:19:56] がぶ1522: 感情が入ってないからなぁw
[5:19:57] ぴよねぇさん: それはそうすぎる
[5:19:57] noizumeran: ｗｗｗ
[5:19:57] ひろりきん1222: wwww
[5:19:57] せぐモン: それはそうwww
[5:19:57] huyunori: それはそう
[5:19:57] tearthomas: 空き巣が悪い（）
[5:19:57] suzunone_: それはそうwww
[5:19:57] 璃喜: 大前提がギャグなんだもんwwww
[5:19:58] kou230015: それはそう
[5:19:58] はにかむ王子: ほんとそれな！！
[5:19:58] Aizawa_U2: wwwwwwwwww
[5:19:58] のれーん: まじで温度差すごかった
[5:19:58] kuro00000000000000: それはそう
[5:19:58] yoyoiiyoi: ホンマそれ～
[5:19:59] 林檎來蘭: 流石にねwwww
[5:19:59] azarasi_26: 指示コメ禁止よー
[5:20:00] jseedv: やったことが空き巣だもんなぁ
[5:20:00] chai_latte3: それはそう
[5:20:01] Okina_xst: それはまぁ
[5:20:01] gongon_0528: 空き巣はコメディだもんね！
[5:20:01] huki75903: せやね
[5:20:01] sonkun555: それはそｗ
[5:20:01] vivi_4n47: wwww
[5:20:01] くらげるん: それはそうｗｗ
[5:20:02] ロジーー: ギャップえぐい
[5:20:02] タケシさん: それはそうwwwwww
[5:20:02] ミスターウィスキー: ミスターウィスキー subscribed at Tier 1. 
[5:20:02] omoti_sazi: あの格好の状態であそこまで詰められるしｗｗ
[5:20:02] Ak2837111: 本当にそれはそうｗｗｗｗｗ
[5:20:03] 4blackman: モーニング食べに来たらカルビ山盛り来ちゃったかw
[5:20:03] yasakuuta: それはそうw
[5:20:04] muun_0703: ほんとにw
[5:20:05] もじろー: それなｗ
[5:20:05] yukiyukikon: それは本当にそう
[5:20:06] sinmai_metagurosu: 温度差ガチでえぐいって
[5:20:09] nmk0707: ほんとにそうw
[5:20:10] akane1827: あれはコメディたから
[5:20:10] にこにここ: あんな真っ白な格好でwwww
[5:20:11] kuzukiru3: コメディがシリアスになったw
[5:20:11] dokukinoko_lily: それはそうだwwwwww
[5:20:11] ぼちや: 規模感が違いすぎるｗｗｗｗ
[5:20:11] mamoruall: ちょっと難しいかw
[5:20:12] しおらいく: もうちょっと壮大なバックがないとかｗ
[5:20:12] hatano_kaguya: 最悪 黙秘権を行使します  かな？w
[5:20:12] うるち117: さすがにギャグターンだと思ってたよｗ
[5:20:14] yotarouuu: あの正装だしなぁ
[5:20:15] タケシさん: 空き巣はねwww
[5:20:15] sie911: そうねｗ
[5:20:15] yokiari_: 無理やなw
[5:20:16] メイフ: 空き巣コントからの唐突シリアスでおもろすぎたwwww
[5:20:16] rain_bow_wow: wwww
[5:20:16] ぷれはぶ: 笑顔にはなったんだけどねwww
[5:20:16] bell9694: ちょけて怒られたみたいな感じだったなw
[5:20:17] Ak2837111: 服装も見てみ！？ってなる
[5:20:18] hyumnkel: でも言い出しっぺなんだよなぁｗ
[5:20:18] oposo123: プリズンでホットドッグいかがですか？が狂っててすき
[5:20:19] hal_8801: www
[5:20:19] taninedesu: なんなら空き巣ってより強盗殺人だしw
[5:20:20] ozp09: ちょけでシリアスはなｗｗｗｗ
[5:20:20] chai_latte3: ストグラはRPするものだから
[5:20:20] せぐモン: あの流れからのシリアスはキツいてwwwwww
[5:20:21] akashiyki: 空き巣はポゴw
[5:20:22] もじろー: せめてパレトにしてくれ～いｗ
[5:20:22] shiro_beans: 空き巣は家入っちゃってんもんなぁwwwwwww
[5:20:23] sie911: 格好もギャグだった
[5:20:23] sora__123: www
[5:20:24] hatoya0210: ルパンくらいフランクじゃないとねw
[5:20:24] matcha612: でも1番ケインがしたいのは空き巣w
[5:20:25] ロジーー: 空き巣のあのコメディからシリアスは酷いよｗ
[5:20:27] blackchronom: あれは全部言っちゃった会長が悪いてw
[5:20:27] くらげるん: 楽しさを学びに行ったのにねｗ
[5:20:28] 名西遁念: というか正装がw
[5:20:30] タケシさん: コントやからw
[5:20:30] jseedv: シロスギとか言ってるしなぁw
[5:20:30] しらたま一式: 空き巣で改造されたのか！？はやめてくれｗ
[5:20:31] らける1380: 窃盗犯の家から取り返した
[5:20:33] ryu8380: がっつりギャグだったかね
[5:20:34] akane1827: グラフにしたらすごいよ、あれ
[5:20:35] oriza_2425_: 会長の腕しだいやね
[5:20:36] hifumiyoim: 空き巣は完全悪いかｗｗｗｗ
[5:20:37] rakumero: 汚職資料が隠されてるとな？
[5:20:37] 志岐_月影: ウォチパは爆笑でしたよw
[5:20:37] noizumeran: コントとシリアスが交わらなかったねｗｗ
[5:20:39] うるち117: ときとばだな
[5:20:40] yuzu_riki: まさかあんなに激重パート始まるとは思わんやん
[5:20:41] blackchronom: 順序があるからねw
[5:20:42] ruabu: シリアスRPは重かった
[5:20:42] mochi1519: 警察から改造されそうになったら相手処す？
[5:20:45] till555: 音鳴ism
[5:20:46] marusei_buttersand: 警察側はケインが黒になったのショックだからああいうRPになるよなあ
[5:20:46] Ak2837111: ケイン・シロスギだったし
[5:20:47] sinmai_metagurosu: なんで見た目も内容も最高にギャグなのにシリアスに負けるんだ
[5:20:50] しおらいく: もっと何やってんだ～で終わる予定だったのにｗ
[5:20:50] rain_bow_wow: 絵面がねｗｗｗ
[5:20:51] shintanjent: 空き巣は皆を笑顔にします！が良かったw
[5:20:51] うな重うな抜き: 説得力にバグ発生しました←空き巣
[5:20:52] はにかむ王子: 頑張ったよ…
[5:20:54] my_name_k1: 空き巣はコントだから…
[5:20:56] yukke3983: あれはギャグ回的なRP
[5:20:59] l_makky: 恰好から名前からギャグで入ってるのにえぐいシリアスパートｗｗｗｗ
[5:20:59] alubeel: 無理つくるなら依頼人がいるとかかな
[5:21:01] おるぅくん: コントのRPにシリアスRPぶちこまれたねｗｗｗ
[5:21:06] ぼちや: 声が異様に高い時点で察してほしいところはあるｗｗｗ
[5:21:06] 璃喜: どんな再改造もレダーにしかできないっていう認識であってる？
[5:21:06] ジーフット: 会長の空き巣してる家の前でホットドック売るかぁ
[5:21:09] maka2736: あれは犯罪って言うかコントに近いものだから…
[5:21:10] ロジーー: どこかで色々リベンジか
[5:21:11] sie911: 空き巣はウォチパがいいね
[5:21:13] maneuver33: 時間帯的に知らない人しか居なかったからしゃあないね
[5:21:13] hatoya0210: こっちはエンターテインメントのつもりやから
[5:21:15] ky0to23: 犯罪を正義にするの大変な気もするけどw
[5:21:15] ozp09: なんなら普通プリズンないからねｗｗ
[5:21:17] akashiyki: あれは黒バレしたのとオルカの地雷踏んだ感ある
[5:21:17] かんでら: 恰好がギャグ過ぎて正直なんも話入って来ん
[5:21:20] ri_tu_: 盗ったのイヤリングだしw
[5:21:20] shiro_beans: もう正義というか、いっそのこと私利私欲で、欲しいからって理由だけでも面白いwww
