[0:00:10] れれらい: タイトルかわった〜
[5:27:44] lsdlsd5: やばいなこいつら
[5:27:53] kazu_kt: 4人乗りだぞ
[5:28:00] souken_rush: ALLINに手出したらやばかったな
[5:28:02] sushiboysomg: 殺そう
[5:28:05] iytreszhii: ボスいたらおわってたぞ
[5:28:07] みみまい: くびが近いえ
[5:28:12] wendo_nex: おいおいw
[5:28:18] ただのぶいすぽ好き: おいおい
[5:28:20] nick__ski: 葉の方が意外とヤバかったｗ
[5:28:28] 海老フライマシンガン: アンストッパブルコンビw
[5:28:32] もずくみこみこ: これはチャルでも庇いきれないえ
[5:28:36] みみまい: あれは誤ってないｗｗｗｗ
[5:28:48] Sean_kmsky: ちゃんと理解してたぞｗｗｗ
[5:28:51] sukesann: 今きたけどなにがあった？
[5:28:54] gundora23: ストレスも感じますわｗ
[5:28:57] mini_gori: 多分説明させても無理だなw
[5:28:57] レヴィ99: 餡ブレラの顔に泥は塗ったな
[5:28:58] jumper5478: 納得してねーなこれw
[5:28:59] ruin0077: 怒られなくなったらお終いだえｗ
[5:29:00] バブみわかりみありけり: 餡ブレラの威厳が落ちるw
[5:29:01] 肉球0: 首輪つけとくかw
[5:29:03] harumaki040212: バスターコールだなw
[5:29:04] kiyojo00: クビルートあるえ！
[5:29:04] truetree39: こんなんじゃあ舐められるえ
[5:29:06] みみまい: 言い訳ダメだｗｗｗ
[5:29:08] flat_sh1ne: 高木が来て悪くなったな
[5:29:09] しゅららぼん03: www
[5:29:13] レヴィ99: すぐ言い訳
[5:29:14] tirolu2525: まあギャングだからなあ
[5:29:15] もずくみこみこ: これはことの重大さが理解してないか？www
[5:29:19] hukotyuunowifi: 反省してないw
[5:29:21] れのだお: 他のギャングのことなんて知ろうとしなくても一緒に犯罪とかするからいいのになw
[5:29:23] Kaminagi_TKP: 誰がギャングかわからない街だからな
[5:29:23] icenine_9029: ガチ説教だえ
[5:29:24] wendo_nex: 話し方の問題じゃないか？
[5:29:24] bank4268: wwwwww
[5:29:24] kakerun00: ギャングやで
[5:29:24] きえさん: 言い訳がすごい
[5:29:25] iytreszhii: こいつらわかってないな
[5:29:27] dattekare_panjyan: ちゃんと礼儀があれば大丈夫なのに
[5:29:29] souken_rush: 餡ブレラが謝罪する立場になったのがボスがどう捉えるかだね
[5:29:31] w4t0_: wwwww
[5:29:37] ノーシュ: なるほどな、だからキレ気味なのかｗ
[5:29:38] takasai5555: 関係値って大事です。
[5:29:39] いもぽてと01: この人たちわかってないぇ
[5:29:41] ペチペチ教: 一回沈められればいいえ
[5:29:41] 勝ち逃げは許さない: クソガキすぎるwwwww
[5:29:41] wendo_nex: ありけん話し方、教えてあげてw
[5:29:42] みみまい: クビが近いえ
[5:29:43] るきおるき: ボスが怖いえ
[5:29:43] koumkt: 向こうのアジト前だしねｗ
[5:29:43] ももん縁魅華: なしまさんいなかったら widow6Bikkuri もんちゃんだったら GlitchLit 怖 widow6Mad
[5:29:48] 狐爪: まあいいかw
[5:29:49] atsumori_pop: ボスが後日なんて言うかなあ
[5:29:49] 比奈那: ボス火種係で雇ったんじゃないw
[5:29:50] Sean_kmsky: まぁ面白けどｗｗｗ
[5:29:52] omochi_0mochi: そら囲まれたらビビるだろw
[5:29:52] dattekare_panjyan: よくねえよw
[5:29:53] みみまい: あぶないえ
[5:29:55] o5_oma: もんでぃーならおわってたかw
[5:29:59] もずくみこみこ: いい失敗じゃないえwww
[5:30:00] tigersliker1967: ガキ過ぎるぇwww
[5:30:01] レヴィ99: 反省してないのがまずい
[5:30:02] NE0113: 後々火種になりそうだえ
[5:30:02] taggmen: ボスは舐められるの相当嫌がるけど大丈夫かこれw
[5:30:03] marumaru0308: アジト前やからねぇーw
[5:30:11] w4t0_: やられたらやり返すがモットーだからwこれは違うw
[5:30:12] jinseimuri: 教育係
[5:30:12] nick__ski: RBとなしまがいてよかった
[5:30:15] みみまい: 口が軽い
[5:30:17] hukotyuunowifi: 見せといたらまだなんとかなる
[5:30:17] mini_gori: チャルしっかりしてんのマジで笑うw
[5:30:19] takuchan12: ボス来たら怒られる
[5:30:33] Sean_kmsky: 天竜人が大人すぎるｗｗｗｗ
[5:30:35] wendo_nex: チャルロスしっかりしてるw
[5:30:42] ただのぶいすぽ好き: えらいなー
[5:30:43] きえさん: 上か
[5:30:47] もずくみこみこ: チャルがいちばん怖さを理解してるw
[5:30:48] Sean_kmsky: 超社会人ｗｗｗ
[5:30:48] Terubeumu: 天竜人がめちゃしっかりしてるｗ
[5:30:51] jumper5478: どんどん差がw
[5:30:52] pldia20: ウェスカーさーーん
[5:30:52] hukotyuunowifi: 流石歴戦の猛者
[5:31:00] きえさん: 上はシリアスなんよな
[5:31:00] みみまい: 相手が悪いｗｗｗ
[5:31:05] もずくみこみこ: 会議室 集合だえw
[5:31:13] sushiboysomg: 恋バナが一転w
[5:31:23] みみまい: 重すぎるえ
[5:31:37] hukotyuunowifi: 先輩ガチギレだえ
[5:31:37] atsumori_pop: 恋バナが・・・ｗ
[5:31:47] もずくみこみこ: こんな3時の瞑想ギリギリにw
[5:31:52] extravaganza0314: あの2人はボケキャラブレイカーだな（笑）
[5:32:00] icenine_9029: ネッシーじゃないんだから
[5:32:01] ただのぶいすぽ好き: www
[5:32:01] みみまい: 合同やったのにｗｗｗ
[5:32:01] dyism27: もう始まりがw
[5:32:02] れのだお: 馬鹿すぎるw
[5:32:02] ティーセブン: 比喩がｗｗ
[5:32:04] manrikiking: 去年AllInとは新人（華月）拉致られただけで抗争したんだがなぁ
[5:32:10] nouka5hima: 合同ミッションやらなかったっけ？
[5:32:11] iytreszhii: 飴ブレラという看板を背負ってるってことを忘れないでくれ
[5:32:15] t4kc56f: いつかやらかすなこれはw
[5:32:16] harumaki040212: 若いから興味津々がねら
[5:32:20] lutes00: ぁママきた
[5:32:27] w4t0_: wwww
[5:32:29] twmonitor: あの二人を一緒にさせない方が良い
[5:32:29] wendo_nex: それやんけw
[5:32:35] meganeman555: @manrikiking 鳩4
[5:32:40] 赤見二等兵: ネタバレ4
[5:32:42] harumaki040212: 2人最高に好きやww
[5:32:52] 肉球0: 探る行為がまずいなーw
[5:32:59] knty_jp: 場所が悪すぎたかｗ
[5:33:03] hironoshin_ki: レギオンみたいな感じがどんなのか気になるなぁ
[5:33:03] wendo_nex: まあ聞かれたくない話もあるからな
[5:33:04] iytreszhii: @manrikiking banね
[5:33:04] atsumori_pop: RPだからな皆
[5:33:05] turwatson: はしょりすぎｗｗ
[5:33:08] たろをまんじ: 声でか
[5:33:14] souken_rush: まぁ関係値0でやるのはまずいよな
[5:33:18] nonono090: なんだなんだ
[5:33:23] omochi_0mochi: 関係値0でやることじゃないw
[5:33:24] kazu_kt: 何で話しかけたんや
[5:33:27] ただのぶいすぽ好き: www www
[5:33:30] hukotyuunowifi: スパイみたいに疑われた感じか
[5:33:37] もずくみこみこ: ボスのもんちゃんが不在でよかった
[5:33:46] nonono090: 抗争ですか
[5:33:53] atsumori_pop: ロールプレイだからな魂まで攻撃すなよ..
[5:33:56] ただのぶいすぽ好き: 正直でえらい
[5:34:04] hiyokomanjuuuuu: 見習いからやり直しやろｗ
[5:34:08] harumaki040212: 龍が如くの世界ww
[5:34:20] icenine_9029: 話うまい
[5:34:28] みみまい: 有坂がんばれ
[5:34:32] sea99q: 有坂しゃん…
[5:34:32] takuchan12: 明日ボスに報告して判断をまつえ
[5:34:34] nekotatu06: この2人おもろ過ぎない？笑笑
[5:34:34] meganeman555: 学校の先生かな
[5:34:35] kakerun00: これは後日ボスに話はいくのかな。。
[5:34:47] furunakisate: 先生やん有坂さん
[5:34:52] sushiboysomg: 関係値ないとな〜
[5:34:53] もずくみこみこ: ボス起きてきて～ありちーが大変だよ
[5:34:55] lutes00: 話は当然いくね
[5:34:58] Kaminagi_TKP: わきをはｗｗ
[5:34:58] sea99q: パパ…
[5:35:00] 赤見二等兵: わ、きを
[5:35:03] nonono090: さっきまで恋バナしてたのに、
[5:35:05] みみまい: ボス起きてくれ
[5:35:11] jinseimuri: ！？
[5:35:12] 海坊主1192: 天竜人がまともなのがｗｗ
[5:35:13] periodfn88: え
[5:35:16] tigersliker1967: 有坂さん、優しすぎ
[5:35:17] sea99q: ん？w
[5:35:18] takuchan12: 態度やろうな
[5:35:19] ただのぶいすぽ好き: 6対2なん
[5:35:19] あーみゃ2525: wwww
[5:35:20] bank4268: えw
[5:35:20] max5583xy: ただのアホかw
[5:35:21] harumaki040212: 回数じゃないよw
[5:35:38] もずくみこみこ: ギャングとは から始めないとかな？
[5:35:44] デレステの民: こんばんは。
[5:35:52] ただのぶいすぽ好き: www
[5:35:54] shun0628ns: wwwwwww
[5:36:05] pokomaru_0425: こえでっか
[5:36:08] hahahaijtkrkdjsnssk: いるんか？s
[5:36:12] omochi_0mochi: ちょっと失礼w
[5:36:13] みみまい: アホやｗｗｗｗ
[5:36:15] ティーセブン: ｗｗｗｗｗ
[5:36:16] nonono090: あほかw
[5:36:18] atsumori_pop: aho
[5:36:19] key_1129caster: クソガキw
[5:36:20] mini_gori: wwwwwwwwwwwwww
[5:36:21] sushiboysomg: いるんかww
[5:36:21] t4kc56f: こわいよーw
[5:36:22] atsumori_pop: アホやｗｗｗ
[5:36:22] 狐爪: チャレンジw
[5:36:23] ぴーなっつばーたー: こいつらｗｗｗ
[5:36:23] nekotatu06: こいつらおもろ過ぎる笑笑
[5:36:24] mutuki70: ｗｗｗｗｗ
[5:36:24] kanabun9: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
[5:36:24] しゅららぼん03: もうおもろいwww
[5:36:24] みみまい: チャレンジ？
[5:36:24] icenine_9029: 笑ってはいけない？
[5:36:25] nenenba3: 小学生やんw
[5:36:25] furunakisate: ww
[5:36:26] jaga923: wwww
[5:36:26] taka_um1: www
[5:36:27] hachiko0000: 葉くんは見たよね？ヴァンさんをw
[5:36:27] きえさん: クソガキムーブすぎる
[5:36:27] w4t0_: んー舐めてますw
[5:36:28] ありま001: ｗｗｗｗｗｗ
[5:36:28] shun0628ns: 失礼すぎるやろwwwwwww
[5:36:28] souken_rush: コイツらw
[5:36:28] 梅んでぃー: アホやろw
[5:36:29] takuchan12: 舐めとる
[5:36:30] abyss_555: wwwwwwwwwwwww
[5:36:31] もずくみこみこ: チキンレースかえ？
[5:36:31] 赤見二等兵: チャレンジ？
[5:36:31] hahahaijtkrkdjsnssk: ばっか
[5:36:31] sabachann123456: ww
[5:36:31] lutes00: あかんw
[5:36:32] kentadoghouse: チャレンジ言うてもうてるｗｗｗ
[5:36:35] Sean_kmsky: ギャングのボスだったら終わってたなｗｗ
[5:36:40] si0083: ｗｗｗ
[5:36:45] harumaki040212: 同じだよw
[5:36:45] twmonitor: チャルロスマジで頭回るな
[5:36:46] きえさん: ヴァンさん見てるんよなその時
[5:36:49] ichi38_: しかもそこにヴァンさんいたしな
[5:36:54] みみまい: はずれとかじゃないｗｗｗ
[5:36:55] もずくみこみこ: これボスだったらやられてるえ
[5:36:55] icenine_9029: ハズレwww
[5:36:57] jumper5478: クソガキムーブやなw
[5:37:00] Sean_kmsky: えええｗｗｗｗｗ
[5:37:01] NeeTorNeeT: 同期とは思えない落ち着き方してるｗｗｗｗｗ
[5:37:01] ペチペチ教: wwwww
[5:37:01] saikeufc: その時いるからな
[5:37:03] みみまい: 記憶がｗｗｗｗ
[5:37:03] ただのぶいすぽ好き: ええええ？
[5:37:04] haru524288: ｗｗｗ
[5:37:05] hahahaijtkrkdjsnssk: wawwwww
[5:37:06] しゅららぼん03: チョwおもろいw www
[5:37:06] marumaru0308: ハズレて良かったw
[5:37:07] iytreszhii: こいつら
[5:37:09] _るるちゃん: www
[5:37:15] RAMU002: カイキ５億取られたからなぁ
[5:37:17] ティポン: ハングレラ
[5:37:21] ぴーなっつばーたー: あ
[5:37:22] Sean_kmsky: あ
[5:37:23] ティーセブン: ｗｗｗｗ
[5:37:23] ただのぶいすぽ好き: あ
[5:37:25] ganototosu05: あ
[5:37:26] binzdayo: あ
[5:37:26] jinseimuri: あ
[5:37:26] mini_gori: あ
[5:37:26] 赤見二等兵: あ
[5:37:26] atsumori_pop: おっとっと
[5:37:27] nonono090: あ
[5:37:27] periodfn88: w
[5:37:28] icenine_9029: チャル…
[5:37:28] ぴーなっつばーたー: あれれ
[5:37:28] hahahaijtkrkdjsnssk: あ
[5:37:29] だーすだよ: あ
[5:37:29] bank4268: あ
[5:37:30] 秋野夏樹: あ
[5:37:30] hiromuucho1: あ
[5:37:30] assistobake: チャルにも刺さりますｗ
[5:37:32] ふにゃふにゃっころー: 共犯だえ
[5:37:33] mytake1766: チャルロスもチョケてたえ
[5:37:33] saikeufc: あ
[5:37:34] もずくみこみこ: クソガキRPが凄いえ
[5:37:35] 赤見二等兵: チャルロス。。。
[5:37:41] 阿吽呼吸: チャルロスもちょけてました
[5:37:41] haru524288: 反省するえ
[5:37:56] ただのぶいすぽ好き: これは...
[5:37:57] toraja: kb
[5:37:58] icenine_9029: バレてないかえ？
[5:38:03] LokoFu: なんでチャルロスがまともなんだよw
[5:38:11] jumper5478: まぁ気付くキッカケではあったな
[5:38:22] みみまい: これは、、、
[5:38:30] もずくみこみこ: チャルみたいにばったり会えたらね
[5:38:33] hukotyuunowifi: 場所が悪かったんだよね
[5:38:35] 海坊主1192: お前ギャングなの？はね、、
[5:38:35] icenine_9029: ファン？
[5:38:37] takuchan12: 態度が悪いねんw
[5:38:38] souken_rush: せめて仲良くなってからギャングが聞けばね
[5:38:39] mini_gori: 話しかけ方だよなw
[5:38:46] ただのぶいすぽ好き: ん？
[5:38:48] omochi_0mochi: ほんまか？w
[5:38:55] ただのぶいすぽ好き: ほんまか？
[5:38:56] riou18: 絶対嘘だろw
[5:39:06] seriseseri: なんで末端の構成員がボスと雑談出来ると思ってるのか…w
[5:39:07] もずくみこみこ: 社会勉強からだえwww
[5:39:09] みみまい: 失礼やｗｗｗ
[5:39:14] nonono090: こういう事があるからおもしれえんだけどなw
[5:39:18] hukotyuunowifi: それは確かに
[5:39:31] ただのぶいすぽ好き: w
[5:39:36] tsurupikahagemaru_kun: なんで天竜人の方がまともなんだよw
[5:39:59] 井山幸希乃: いいなってなんやねんwww
[5:40:00] icenine_9029: 草
[5:40:00] ただのぶいすぽ好き: www
[5:40:00] 梅んでぃー: クリップないん？w
[5:40:01] sea99q: www
[5:40:03] みみまい: そもそもおもんくないｗｗｗ
[5:40:04] nekotatu06: wwwwwwwwwww
[5:40:04] 赤見二等兵: wwww
[5:40:05] まじぇすてぃっく: 赤スーツで行けって言われたのに？ｗ
[5:40:05] bank4268: wwwwww
[5:40:06] shun0628ns: wwwwwww
[5:40:07] t4kc56f: 笑ってはいけない始まった？w
[5:40:11] dappu1234: ムーヴが半グレすぎる
[5:40:11] レヴィ99: それが正装か
[5:40:14] もずくみこみこ: チャルが幹部の中に居るのがwww
[5:40:15] atsumori_pop: 火種製造機としてはもはや正しいムーブではあるｗｗ
[5:40:17] iytreszhii: おもろすぎるのずいわあまじ
[5:40:17] 如月93: 正直おもろいのずるい
[5:40:18] だーすだよ: 半グレかよw
[5:40:20] hachiko0000: wwwwww
[5:40:22] 赤見二等兵: 我慢だぇー
[5:40:22] shuya23356: おもろすぎる笑
[5:40:24] hukotyuunowifi: 小学生やんw
[5:40:25] sushiboysomg: ボスに説教されてるところ見て〜
[5:40:28] ただのぶいすぽ好き: 赤スーツしないと
[5:40:37] belobelodaaaaaaa: やっぱおもろすぎるわ高木と葉
[5:40:38] nekotatu06: またやろうとしてるやんww
[5:40:40] 井山幸希乃: これボス知ったら説教で終わるんか‥？
[5:40:41] hachiko0000: なんでボス起きてないんだw
[5:40:45] nonono090: 火種そのもの
[5:40:49] nouka5hima: Againする気だ笑
[5:41:01] shuya23356: これ懲りないぞ笑
[5:41:01] もずくみこみこ: 正論きたwww
[5:41:02] ミりン: この2人揃ったらやばいw
[5:41:03] furunakisate: w
[5:41:05] 井山幸希乃: wwwwwww
[5:41:08] kino_1103: 😆
[5:41:10] kakerun00: 自覚してないだけｗ
[5:41:10] lutes00: あったな
[5:41:16] pino0324: 無意識パターンｗ
[5:41:16] haru524288: あったな
[5:41:19] 井山幸希乃: 事実はない‥？www
[5:41:20] atsumori_pop: チャルが大人でもう中堅みてえな立場で笑うｗｗ
[5:41:23] Kaminagi_TKP: 新人とは思えないチャルロス
[5:41:23] kazu_kt: それは、相手の感じ方やろw
[5:41:24] ただのぶいすぽ好き: 行動が失礼
[5:41:28] もずくみこみこ: 気づかずにチョケちゃってるのよね
[5:41:33] tigersliker1967: クビあるな、これw
[5:41:34] ペチペチ教: ちょけてるんよね
[5:41:34] Terubeumu: 赤服でまた同じことやりそうでちょっと期待
[5:41:34] kino_1103: だえ
[5:41:37] みみまい: 謝る気がｗｗｗ
[5:41:37] omochi_0mochi: 行動が失礼なんだよw
[5:41:38] 井山幸希乃: wwwwww
[5:41:38] shuya23356: チャルいいね
[5:41:41] ノーシュ: 囲まれるレベルだもんなｗ
[5:41:42] 桃饅: ヴァンさん関係値ないと連絡先教えないからね
[5:41:43] まるゆ15: でも、でも。が多いなあw
[5:41:45] sweepHS: でもってｗ
[5:41:47] kapusaisin: 社長に会わせろって言ってるようなもんだね
[5:41:47] key_1129caster: 主観なんだえw
[5:41:48] tosingaz: でもでも
[5:41:48] nonono090: チャル後輩やんなw
[5:41:48] きえさん: 謝る気ないな
