[0:00:18] Muuwannn: wow
[4:17:42] ボスクン: @purple_purple_iusupczz ถ้าได้นะพี่ผมบอกเลย บึ้มบั้มซำเบ้
[4:17:42] FaRmHeReZa: ทวิต อ๊อปตัส555555555555
[4:17:42] supachai880: ถ้าโดดลงมันไม่ตายหรอกลุง
[4:17:43] KuN_Seu: เดียวก็มีแบบนี้เรื่อยๆแน่เลย
[4:17:43] partx_live: ตามเกมครับ
[4:17:43] bcv_pond: ใช่
[4:17:43] wunn_y: เทค2
[4:17:44] toey_224: ระเบิดตู้ม
[4:17:45] chawanwit759: ถูก
[4:17:45] mookahaz: ก็เดียวถ้ามันมาแล้วบอกว่าโดดลง แปลว่ามันยุในนี้แหละ
[4:17:46] seeet_so: ตาย2เเล้วบอกโดด555
[4:17:47] teatealnw555: ถ้าลง รถ อะผมไม่เป็นไร นะ แต่นี้ พุงมาเลย
[4:17:47] jaolusi: คนที่พึ่งมาดูไม่รู้กฏก็อย่าโวยวายแทน
[4:17:48] WinzBusy: กระโดดลงใกล้จังอะเดะกูเขก555555
[4:17:48] anuvat3: เเต่เขาตังใจชนนนนนนนนนะ
[4:17:48] monz_03: ตู๊มมเลยย555
[4:17:49] sogodgi: ใจเย็นๆแชท
[4:17:49] sai_pk: ตามเกมเถอะเเชททททท
[4:17:49] aomlrenish: NotLikeThis
[4:17:49] bank_rock101: ถูก
[4:17:49] apisak3562: ยกๆๆ
[4:17:50] buszatho: เขาไมรู้ว่าลุงอยู่
[4:17:50] tanyong_999: อันนี้ไม่น่ายอม SmoocherZ
[4:17:51] klattmim: ตั่งใจชนแบบ100%
[4:17:51] james_sjames: @purple_purple_iusupczz พี่มุยดีงุบงึบ
[4:17:52] barron7x: รอดูๆๆ
[4:17:52] fourrofa: มันไม่โดดเลยมันเห็น
[4:17:53] nioralone_777: ยกเคสไปจบๆ555
[4:17:53] natakorneiei: เเร๊พคือความหวัง
[4:17:54] milo082: ศพเค้านอนใกล้ลุงเลย
[4:17:54] aouaou01: ก็มันตามหลักฐานขนาดนี้แล้ว
[4:17:54] Lewis_YSD: ตอนลุงไม่อยู่นี่เขาร้องกว่านี้อีก
[4:17:55] ta_guy: แต่มันน่าเกียจจริงคับ
[4:17:55] ponngold: เดียวเค้าก็ทำอีก
[4:17:55] menzzzzzz23: เทค2
[4:17:55] wnydboyy: ตำรวจผู้รักษากฎนะเว้ยแชท
[4:17:55] ThIRaPat_T: ต้องเอาเข้าเป็นกฎเชิฟไปเลยครับ
[4:17:55] Arsura6: ถูก
[4:17:56] hachimaryuu: เขาก็ต้องฟังตำรวจเพราะกฎชัดเจนมันยังไม่มี มีแต่ตกลงกันเอง
[4:17:56] nongone3: แชทเสียพนันเลยร้อน LUL
[4:17:57] little_ww: 55555
[4:17:57] ericmunster: ตามเกมเด้อ
[4:17:57] mnxnm___: ถูฏครับ
[4:17:57] lukmankub: แต่เค้าไม่เคยยอม
[4:17:57] purple_moon_iusupczz: @bosskung777777 อ่า
[4:17:57] phoud123: พยายามเล่น ic
[4:17:58] sittinan_42: เคารพการตัดสินของตำรวจ
[4:17:58] justinaxie: เคสนี้ มันเกิน มา3ครั้งเเล้ว ครับ ไม่โดดอ่ะ
[4:17:58] ajaxxxz_: เออ อยู่ให้เป็น เย็นให้พอ
[4:17:59] hhreeehg: มื้อกี้ลุงบอก ตร ยิงว่าไม่ลง
[4:18:00] team096: ให้ดูโกได้นิ
[4:18:00] arnuspanpah: เขาทำได้เราทำได้แค่นั้นพี่
[4:18:02] baifern___: ลุงยังไม่เห้นตอนเขาร้อง
[4:18:03] auto420777: จะหล่อไปถึงไหนทั้งๆที่ไม่หล่อ NotLikeThis
[4:18:03] bthebirdqwp: ไม่ร้องนะงับ
[4:18:03] nineky01: ลุงเคยคนดูถึง20kมั้ยคับ
[4:18:04] zeetar_u: ใช่
[4:18:04] lazyx123: เเต้มในมือมันสั่นนนนน
[4:18:05] zuper4tv: เมื่อกี้ผมเห็นเขาไม่ได้ลงรถนะ
[4:18:05] AOFZAZZZ: อุ่มมใหม่ได้ติดคุกแปปเดียวสู้ๆงับ
[4:18:05] luv_u12: ตังนี้กลับมาพนันใหม่เทค2ได้ไหม
[4:18:06] ga_nathaniel: ใช้
[4:18:07] sofrudi01: ถ้าปล่อยเเล้วถ้ามีรอดหน้าอีกล่ะครับ
[4:18:07] taem2233: 10.5Kเห็นทุกคน
[4:18:08] phailinlin: ลุงยังไม่ถึงห้องน้ำก็แตกสะแล้ว55555
[4:18:08] finsishz: ไม่ยกครับอย่าร้อง
[4:18:09] cavetko: นอนอยู่ตรงปั๊มลุงว่าโดดไหมครับ555
[4:18:10] mybrazill: ต้องทำเคสตัวอย่าง เคสนี้ให้เหลืองไปก่อน
[4:18:11] purple_moon_iusupczz: @james_sjames ดีจ้าเจมส์ PrideWave
[4:18:12] gang1472: !uptime
[4:18:12] patruekud: ก็เอารีเพลย์ให้เขาดูสิ
[4:18:13] snksi: แต่10kอยู่หน้าจอนะครับ5555
[4:18:13] Nightbot: Stream uptime 4 hours, 18 minutes, 32 seconds
[4:18:14] furkonfk2kk: @nuttakrit1 ไปอ่านกฏเซิฟดิ้
[4:18:15] paradon_2005: ชนไม่สนเลยย555
[4:18:17] little_ww: ชิบะคือเล่นดี เล่นเป็น
[4:18:17] boatboat25455: ถ้าไม่เทค2 ก็รอดักปั้มละชนปั้ม น่าจะสนุก555
[4:18:18] teameztv: 00.00มีนัดนะคับบ
[4:18:19] ZATONEno1: แบบนี้ไม่เอ๋อใช้มัยแชท
[4:18:19] mj_477: กฎที่รู้ๆคือห้าคุยกะผู้หญิงห้ามได้ยินเสียงหญิง
[4:18:19] dose_p26: โดนนครบาลมาแล้ว เอากฏนั้นมาใช้สิครับ
[4:18:20] james_sjames: PrideUwu PrideUwu PrideUwu
[4:18:20] worawatkb: เขาเรียกว่าจงใจ
[4:18:21] icezii729: ถ้าเทค2ยังไงก็ตายชัวรฺ์เพราะลุงกำลังลุกไปเข้าห้องน้ำ
[4:18:21] ozaza_: กรณีนี้เซิคเลยคุยแล้ว เทคสอง คุยกับพี่เอ็กลุงไก่
[4:18:21] a_zero_one: ลุงเปลี่ยนไป555
[4:18:23] krittin199: ไ
[4:18:23] tar_stc: ถ้าได้นะต่อไป ไปขอชนปั้มก็พอละ
[4:18:25] pabas2547: ในวิสุดท้ายลุงไม่เห็น
[4:18:25] mint_1177: เเต่ก็อตรักลาติอะอันนั้้นกระโดดเเต่ไม่ทัน
[4:18:26] stamp_v4: PUBGแน่นอนเเบบนี้55
[4:18:28] Kekeopop: โดนนครบาลจนหลอนอะ555
[4:18:30] skngkran: สวัสดีครับคิดถึงลุงมากๆเลยครับ
[4:18:32] beelnwza55: ภาพจำยังชัดเจน5555
[4:18:33] sabohd7: ตาย2
[4:18:34] krittin199: ไม่ลงรถตั้งใจชน
[4:18:35] toby_ming: กูรักชาติ
[4:18:35] wanfaron10: ผมว่าไม่มีไรเกิดขึ้นครึ่งหนึ่งจบเหมือนเคย
[4:18:39] dhfdbfdvhs: มันมา2คนลุง
[4:18:40] edxtrp: แบบดักด้วยอะสิ 5555+
[4:18:40] nook0517: นี้มันไม่โดดเลย
[4:18:41] markoconner: ลุงแฟร์อยู่แล้ว
[4:18:42] saifa_m: บางคน
[4:18:42] Art_Ar1: พีชีพแบบนี้ตายถาวรเลย
[4:18:43] aouaou01: หลอนละ
[4:18:43] an_an1999: 4k
[4:18:46] nnonty: ได้ใบ
[4:18:50] kriangkrai_tv: ลุงครับพูดถึงชิบะ ลุงจะเอาชิบะเช้าเเก๊งไหมครับลุงงง
[4:18:51] deankung123: ยกคดี ไม่ติดคุก555
[4:18:54] ash_ketchumxx: NotLikeThis NotLikeThis
[4:18:54] teatealnw555: เราจะหลอนอีกละ กูรักชาติเนี้ย 555
[4:18:57] purple_moon_iusupczz: แล้วดูทรงภูมิใจมากเพื่อนพลีชีพ StinkyGlitch
[4:18:57] raksapum: เทค2ไปใบไม่ต้อง
[4:18:57] nnonty: VOL
[4:18:59] haagendazs_: ตำรวจ ใส่แวนด้วย เท่จังอะ
[4:19:00] aomlrenish: จังหวะชนยังคาตาอยู่เลยTT
[4:19:00] Kin9___: มันไม่ใช่กฏหมายนะ มันเป็นกฏเซิฟ ต้องรักชีวิตตัวเอง
[4:19:02] prajuyzth: ชิสุ
[4:19:03] march_ntw: 555555
[4:19:03] inuzukaz_: ช่าย
[4:19:04] yo_thanawat: ใช่
[4:19:04] 01010000xxw: อุ้มทีก็ดักทุกปั๊มอะ
[4:19:04] little_ww: จริง
[4:19:05] maneerut1121: ไม่สนุกเลย
[4:19:05] bxllzq_: ใช่
[4:19:05] a_zero_one: ใช้
[4:19:06] maiiiiiiiiiiiiii_: เล่นยาก555
[4:19:06] oxle14: ผมว่ามันน่าเกลียดไปอะ
[4:19:06] dose_p26: แก้ให้ปั้มชนไม่หายได้ไหมครับ
[4:19:07] reonardd13: @kriangkrai_tv ถามมากลุงไม่เอาละคับ
[4:19:07] fah_js: คนโดนมันท้อ
[4:19:08] ivan_da2006: คือมันดักเลยพี่
[4:19:08] kamonwal44: ใช่
[4:19:08] wanchalowm: เทค2
[4:19:09] earth_x285: ไม่ได้ใบหลอก เพราะเล่นไม่แจ้งใบ
[4:19:09] meyouje3010: ถูกใช่
[4:19:09] fransyd1: ดักชน
[4:19:09] pppawww: ใช่
[4:19:09] 19__ning_d: ใช่5555
[4:19:09] bigbarcelona6: ใช่
[4:19:10] purple_moon_iusupczz: rebirthztvHaha
[4:19:10] panyawit7: ง่ายไป
[4:19:10] topykz: ใช่ๆ
[4:19:10] neskung99: ใช่ครับ
[4:19:10] colazaaa: ดักเลยอ่า
[4:19:10] monz_03: ใบเลยจังหวะนี้😅
[4:19:11] deankung123: ลุงเค้าไม่เอาใบหลอก ไม่ต้องขอใบ
[4:19:11] Baphometz6: 5555555555555555
[4:19:11] atsadawut_pg: NotLikeThis NotLikeThis
[4:19:11] teatealnw555: ไช่ดักปั้ม รอชนปั้ม
[4:19:12] bcv_pond: ดักปั้ม
[4:19:12] meaningless_12: 555555
[4:19:12] icezii729: @raksapum ถ้าเทค2ยังไงก็ตายชัวรฺ์เพราะลุงกำลังลุกไปเข้าห้องน้ำ
[4:19:12] sai_pk: ก็จะไม่สนุก ช่ายเลยยยย
[4:19:13] poahhmo: ใช่ 555
[4:19:13] seeet_so: คนเยอะดักปั้มจบ555
[4:19:14] Kekeopop: 10กว่าคนอะดักปั้ม
[4:19:14] jo_watcharaphon: จริง
[4:19:15] Arsura6: ใช่
[4:19:16] WinzBusy: จริง
[4:19:17] japahleaw: ดักปั้ม
[4:19:18] markoconner: รอบนนี้ชิสุหรอ
[4:19:18] cj_2506: จริง
[4:19:18] RICKERlET: เดจาวู
[4:19:18] dew_ezy: หมดสนุก
[4:19:18] fah_js: ใช่ลุงอยากให้มีกฎจริงจัง
[4:19:19] mnxnm___: ใช่ครับ
[4:19:19] NirAnkoeDkhiaO: VOLคือไรอีกกก
[4:19:19] khinglikeyme: ใช่
[4:19:19] KreesuN010: จริง
[4:19:20] horizon_same: จริง
[4:19:20] tintinkakasas: 5555
[4:19:20] atthakornsitthiwet: จริงง
[4:19:20] VAGoDWtK: 555ก็เเค่ดักทุกปั้มก็ไปไหนไม่ได้เเล้วอะ
[4:19:20] TRoWachirawut: ลองดูรูปที่ SAT ถ่ายครับอาจมี
[4:19:20] KaRaSuKung285: แบบนี้ ผมว่า มันเกินไป ไม่สนุกเท่าไหร่
[4:19:20] mochideki_sawamuchi: ใจถึงNO PG 5555555
[4:19:21] mosthiti: จริงง
[4:19:21] little_ww: จำได้5555
[4:19:21] teameztv: @kriangkrai_tv มาอีกแล้วโอ้ยปวดหัววว
[4:19:21] JenniePond: 55555555
[4:19:22] aouaou01: ลกปั้มอะ
[4:19:22] EMWILD_: จริง รอดักปั้มชนอย่างเดียว ทีนี้
[4:19:22] a_zero_one: ทำกรงปิดตู้ดิลุง
[4:19:22] goodbyes1412: จริง
[4:19:23] meaningless_12: ใช่
[4:19:23] nineky01: 55555บึ้มบั้มซัมเบ้ใงลุง
[4:19:23] phailinlin: จริง
[4:19:23] songkan0_0: หลอนอะ
[4:19:23] winstontiny: กลายเป็น Phobia
[4:19:24] FoJet_: ใช่ครับ
[4:19:24] beerstafff: 55555 เสียงโคตรดังงง
[4:19:24] TwinshockEz: จริง
[4:19:24] zeetar_u: yt มี
