[0:00:20] 小太刀00: おはよございます！
[4:17:09] atsumori_pop: おっとっと
[4:17:45] しぇぱ3: ｗｗｗｗ
[4:17:47] mini_gori: wwwwwww
[4:17:48] masgsa1052: あの人何してんのｗ
[4:17:48] まじぇすてぃっく: でたｗｗ
[4:17:50] わさび329: ｗｗ
[4:17:50] エメリ: マックw
[4:17:51] tarou0796: マックw
[4:17:53] ottan555: まずいなw
[4:17:54] KABAYAKIGG: マクドナルドさんw
[4:17:59] ottan555: 別件かね
[4:18:09] Kaminagi_TKP: 救急か？
[4:18:10] まじぇすてぃっく: 救急だったのかな
[4:18:12] itoriyo: さすがにカジノ集中かぁ
[4:18:41] dorokage: 集まり始めた
[4:19:07] mini_gori: くるとしても警察側も少人数やろな
[4:19:24] dorokage: 通過か
[4:19:31] masgsa1052: これいけそう
[4:19:33] saikoro_koro_koro: これはもろたね
[4:19:36] レヴィ99: きたかこれ
[4:19:42] 858625: カジノに言ってそうだね
[4:19:43] takuchan12: 警察何人いるえ？
[4:19:49] noko_noko3: これ勝ったら約5000万だえ～！でかいえ～
[4:19:55] shusukekur: 今なにしてるの？？
[4:19:55] saikoro_koro_koro: ５０００万うめーーー
[4:19:58] しろしろくんどっと: いいね
[4:20:06] namori23: ユニオン
[4:20:07] エービー: 1カジノ
[4:20:08] くろとりよん: カジノ大変だもんね
[4:20:13] waka919: カジノベイトはつよい
[4:20:18] しぇぱ3: カジノが苦戦してんのかな
[4:20:18] twmonitor: レギオンで遊んでるくらいで大丈夫だえ
[4:20:32] gundora23: カジノは長引くからありがたい
[4:20:52] twmonitor: 雪降ってるのが美味しすぎる
[4:21:22] 36plamal: ナイス報告！
[4:21:34] 858625: フリーマネーかもな
[4:21:37] itoriyo: ユニオンフリーは美味しいぇ
[4:21:50] takuchan12: カジノもやってみたいえ
[4:21:52] にーとろる: 5000万だえ〜〜〜〜〜〜〜
[4:21:56] すけちょびん: 油断大敵だえ～～～
[4:22:23] まじぇすてぃっく: これはご馳走様だえ～
[4:22:24] ottan555: 順調順調〜
[4:22:25] twmonitor: サーマルで偵察するヘリが来てないからマジで警察来てないかもね
[4:22:48] エービー: これはゴチか
[4:23:29] エメリ: 順調だえー
[4:23:33] ソルティー_: 静かすぎて怖いくらい
[4:23:42] atsumori_pop: うっひょー
[4:24:08] レヴィ99: まずいのか？
[4:24:13] にーとろる: ﾊｸﾞｷﾆﾁｬﾘ
[4:24:30] saikoro_koro_koro: ゾンビくるな
[4:24:46] noko_noko3: 葉ｗ
[4:25:01] しろしろくんどっと: まぁ死んだやつは5分松葉だしね
[4:25:02] きえさん: 葉wwwwww
[4:25:04] エービー: 松葉リスキルか
[4:25:37] にーとろる: ワンちゃんリスキルありw
[4:25:53] want_5870: なってもチェイスかな?
[4:26:03] にーとろる: たのもしいえー
[4:26:07] ottan555: 那須のカバーはあちー
[4:26:11] ichi38_: 間に合え間に合え〜
[4:26:12] しろしろくんどっと: 那須さんくるならいけるっしょ
[4:26:24] gundora23: 那須さん来たら勝ち確か
[4:26:27] 朕は沢田: 那須さんの安心感えぐいよな
[4:26:40] レヴィ99: 葉頼もしいなww
[4:26:47] saikoro_koro_koro: 帰ろう帰ろうｗｗｗ
[4:27:03] noko_noko3: これはきた！
[4:27:04] まじぇすてぃっく: 完全勝利～
[4:27:05] しぇぱ3: いえーい
[4:27:06] ichi38_: ないすぅ！
[4:27:07] thiru_sudyn: ないすー
[4:27:09] エメリ: なーいす
[4:27:11] ソルティー_: イージー
[4:27:12] waka919: やっほー！
[4:27:12] riceshower_8935: ないすー
[4:27:12] tarou0796: うまー
[4:27:12] 狐爪: eavTsk eavTsk eavTsk eavTsk
[4:27:12] 朕は沢田: きたぁ
[4:27:14] want_5870: ないすー arikenGolira
[4:27:14] atsumori_pop: あちい～～～～ｗｗｗｗｗ
[4:27:15] うなぎや: うまー
[4:27:15] saikoro_koro_koro: ないすーー
[4:27:17] gundora23: おいしーーーー！！！
[4:27:17] 858625: あっつ
[4:27:18] dondorondoteto: ないすー！
[4:27:18] 花咲か兄さん: やったえーーー
[4:27:19] yosivaru: おいしい～
[4:27:21] 鬼九: うっひょー
[4:27:21] 6060aki: イージー
[4:27:22] ottan555: イージーマニー！
[4:27:24] twmonitor: 2億落ちてたｗ
[4:27:25] binzdayo: でっか
[4:27:25] atsumori_pop: 5000万でっけえ～～～！！！
[4:27:26] 朕は沢田: ご飯すすむわぁ
[4:27:26] phoenix_desu: うめー
[4:27:27] 01rukka: yufunaGg
[4:27:27] かーくん_: ナイス〜！
[4:27:31] まめゆづる: ヒャッフー！
[4:27:34] くろとりよん: 少人数フリーマネーうますぎw
[4:27:36] Kaminagi_TKP: うっひょーー
[4:27:38] megu0418: ベイト最高だえ
[4:27:40] KABAYAKIGG: 後出し最高やー
[4:27:46] ichi38_: ユニオン4人成功！！
[4:27:49] まじぇすてぃっく: カジノ時間かかるミッションなのかな
[4:27:55] itoriyo: カジノベイトが最強だえ
[4:27:58] gundora23: 最高のベイト感謝
[4:28:02] しろしろくんどっと: カジノベイト最高！！
[4:28:03] atsumori_pop: こんなん一人でもいけるえ～ｗ
[4:28:10] 6060aki: ベイトのお礼にカジノの警察ヤるだえ
[4:28:16] エメリ: 最高だえー
[4:28:22] t_tm0923: 4人で成功は凄いえ〜
[4:28:26] ottan555: gg
[4:28:33] 朕は沢田: おほ
[4:28:35] want_5870: えぐいな
[4:28:46] 直生: ホクホクじゃー
[4:28:50] nsgrn__: えぐすぎｗｗｗ
[4:29:02] 5kaede: 葉に服教えないとw
[4:29:06] xfa38striker: これ、もしかしたらカジノヘイストが続く限りどの大型も完全フリーなイージーモード？
[4:29:14] まじぇすてぃっく: ｗｗｗ
[4:29:21] 鬼九: www
[4:29:24] Kaminagi_TKP: 一向にレベル上がらんｗ
[4:29:31] saikoro_koro_koro: 葉車買えるじゃんｗ
[4:29:34] noko_noko3: うますぎわろた
[4:29:37] アサダおきろ: なかったっけ手数料なしの約束？
[4:29:39] 6060aki: いつまでも強盗出来るな
[4:29:47] 鬼九: おいし
[4:29:47] まじぇすてぃっく: 手数料えぐいなｗ
[4:29:50] ミズくらげ: www
[4:29:53] itoriyo: 賢いｗ
[4:29:54] 直生: エグい商売してるｗ
[4:29:57] thiru_sudyn: www
[4:30:00] にーとろる: 次の手数料なしって約束してたやん
[4:30:09] hirata923: 10%やな
[4:30:12] 朕は沢田: そうそう
[4:30:15] learnenglish12345: ww
[4:30:16] まじぇすてぃっく: でも何％かはひかれるんだよね
[4:30:20] shigechan3rd: だまっとくえ
[4:30:50] イトヤン: 5%くらいとろうぜ
[4:30:52] takuchan12: 少し葉持っとかなレベル上げれん
[4:30:58] tepapa: 5500
[4:31:04] 二十日後の緑茶: 優しいえ
[4:31:14] want_5870: 全部渡してそう
[4:31:15] Kaminagi_TKP: レベル上げる分は持ってるんかね
[4:31:16] zenith_ar: 優しい
[4:31:26] エメリ: これはでかいね
[4:31:26] すけちょびん: 全部あげてたら葉レベル上げる気ないやんｗ
[4:31:30] 比奈那: レベル上げる気はなさそうw
[4:31:32] 858625: かわいいかよ
[4:31:38] 直生: レベ上げしないのかなｗ
[4:31:50] twmonitor: 葉は一生資金洗浄終わらなそうｗ
[4:31:51] 朕は沢田: あ〜www
[4:31:52] ジヴァ: 覚えてるな
[4:31:56] o5_oma: よう覚えてんなw
[4:32:01] gundora23: よく覚えてたな
[4:32:03] want_5870: しっかり覚えてた
[4:32:04] まじぇすてぃっく: ｗｗ
[4:32:06] atsumori_pop: ｗｗｗｗ
[4:32:10] 5kaede: 搾取するえ
[4:32:10] Run0808: 搾取する側
[4:32:15] thiru_sudyn: うおおお
[4:32:17] 直生: これはｗ
[4:32:17] ichi38_: うまうま
[4:32:17] きえさん: えぐぅぅぅぅ
[4:32:17] たろをまんじ: カモが
[4:32:19] 比奈那: ヘリ買えるやんやばー！
[4:32:20] まじぇすてぃっく: 賢い商売見つけたなｗｗ
[4:32:20] noko_noko3: ヘリ買えちゃうえ
[4:32:20] あんびさん: ８８億目指すか
[4:32:20] 朕は沢田: カモだえ
[4:32:21] NiteFthr00: デベステゲット！
[4:32:22] atsumori_pop: おいおいおいおいなんでも買えるぞ！！！！
[4:32:22] さしみしょうゆ: デカスギー
[4:32:26] twmonitor: 手数料が安すぎるえｗ
[4:32:26] itoriyo: お薬もあるえ
[4:32:28] レヴィ99: 3トン車も買えるえ
[4:32:30] riou18: ヘリ買うえ
[4:32:32] KABAYAKIGG: 3トン車
[4:32:33] にーとろる: 88億まで頑張ろう
[4:32:34] しろしろくんどっと: まだ薬もあるし最高や！！！
[4:32:34] hirata923: カジノ側行くの怖くね？
[4:32:39] amane_s: 家買ってる場合じゃねえぞ
[4:32:39] たろをまんじ: 薬売ればもっといく！
[4:32:42] zenith_ar: 5億余裕でいくえ
[4:32:45] rinnemu75: 今薬売りに行くか
[4:32:45] ys_fufufu: 薬の売り方聞かないと
[4:32:45] 2525nicolas: ヘリ買えるね
[4:32:45] らいかん87: ほんまに五億ベリー
[4:32:48] gundora23: うっひょー
[4:32:54] 直生: 週4見えてきた
[4:32:54] レヴィ99: 薬自慢しようぜwww
[4:32:56] 華月りあ: フロガー買えちゃう
[4:33:03] hiyokomanjuuuuu: ３トン車、買うべ
[4:33:03] うなぎや: フロガー(ヘリ)なら買えるな
[4:33:08] 二十日後の緑茶: ヘリ買ったら暇潰しも出来そうやね
[4:33:24] tamagon216: 次何買う予定なんですか！？
[4:33:48] にーとろる: もう関わりたくないえw
[4:33:49] atsumori_pop: 昨日の苦しい記憶が・・ｗ
[4:33:49] airplayerx: 手広くやってんな
[4:33:50] KABAYAKIGG: ボタリン……
[4:33:51] 狐爪: こ、こわい
[4:33:55] o5_oma: すごいな
[4:33:56] amane_s: 家買わされるw
[4:33:57] 朕は沢田: まじ？
[4:34:02] zenith_ar: すげーな
[4:35:21] さしみしょうゆ: ヘリー
[4:35:24] atsumori_pop: 金運◎
[4:35:25] 直生: あぶｗ
[4:35:30] まじぇすてぃっく: ギャングやめられないなｗｗ
[4:35:41] あんびさん: 職質されて取られたらやばいｗ
[4:35:45] hiyokomanjuuuuu: ３トン車のラークが見たいぇ
[4:35:47] hirata923: 今日はどう転んでもプラスだえ〜
[4:35:55] waka919: もっと貯めて家とボタリン買うえ
[4:36:00] zenith_ar: カジノヘイストも見てみたいえ
[4:36:02] 直生: チャルと葉君勝率高そう
[4:36:05] naotora3456: カジノヘイストも楽しそうだよね
[4:36:21] あんびさん: おっとっと
[4:36:50] noko_noko3: 大金持ちだえ～
[4:37:02] atsumori_pop: うっひょお～ｗ
[4:37:04] 朕は沢田: おっほ
[4:37:07] want_5870: arikenKimoken arikenKimoken arikenKimoken
[4:37:10] megu0418: ｗｗｗ
[4:37:11] ソルティー_: えw
[4:37:13] 直生: まさかーーー
[4:37:13] 朕は沢田: ええええええええ
[4:37:14] thiru_sudyn: www
[4:37:14] gundora23: ええええええええええ
[4:37:16] くしなだよ: arikenKimoken arikenKimoken arikenKimoken
[4:37:17] 花咲か兄さん: w
[4:37:17] ssss4121: すん
[4:37:19] ソルティー_: どこw
[4:37:19] あんびさん: どこ
[4:37:20] ペチペチ教: え！？
[4:37:22] gundora23: 飛ばされたｗ
[4:37:24] 直生: ワープ食らった
[4:37:25] まじぇすてぃっく: あぶなｗｗ
[4:37:25] kira_0426: 笑笑
[4:37:25] あかんね: スカイダイブ
[4:37:25] sushiboysomg: アシカですか？
[4:37:26] zenith_ar: ええw
[4:37:28] さしみしょうゆ: 床抜けた
[4:37:30] やおねえ: なにごと？笑
[4:37:35] gundora23: てってれー
[4:37:35] Kaminagi_TKP: ここよくなるらしい
[4:37:48] cullinan6800: めちゃくちゃいいことじゃん
[4:37:51] ソルティー_: ゲーム？
[4:37:54] opefgrapon: ゲームしながら痩せれる！？
[4:37:54] kakashiiiiihi: ウィンウィンダイエットだえ
[4:37:57] atsumori_pop: ゲーム？
[4:37:57] 狐爪: いいね
[4:38:31] mentanpin3shock: なんならほんの1時間ほど前まで1人だったえ
[4:38:49] にーとろる: あとカジノでいつもどうり勝てば五億だえ
[4:39:04] mytake1766: 人魚買える
[4:39:15] 狐爪: 早起きは三文の徳やねぇ
[4:40:09] Kaminagi_TKP: 現金持ってかないとねｗ
[4:40:24] saikeufc: ままじゃなかった？
[4:40:44] nonco2151: 武器たくさん作ってママの負担減らすえ
[4:40:44] atsumori_pop: ｗ
[4:41:24] atsumori_pop: こわ
[4:41:47] やおねえ: あぶな笑
[4:41:52] noko_noko3: 警察やｗ
[4:42:26] tepapa: デイリーカジノ見たいなー
[4:44:01] amane_s: 覚えてたか？
[4:44:03] Kaminagi_TKP: んーーー？
[4:44:04] レヴィ99: さっき忘れてなかった？ww
[4:44:10] やいゆえよよ: 覚えてな方です
[4:44:14] しゅららぼん03: コメント見てそうやなw
[4:44:18] noko_noko3: 無難なやつｗ
[4:44:48] 狐爪: まだ19なんや
[4:44:54] 花咲か兄さん: まだ19か
[4:44:56] ソルティー_: 大先輩
[4:45:06] あかんね: スーパー出世だ
[4:45:07] Kaminagi_TKP: あ
[4:45:09] ottan555: あ
[4:45:13] tigersliker1967: ハンクは実質ナンバー２やでw
[4:45:13] 黒夜叉まる: ハンクは！？
[4:45:19] noko_noko3: たしかにｗ
[4:45:40] 弓矢_鳳: 初期からいる
[4:45:52] 黒夜叉まる: 定期的にくるやつ
[4:46:17] noko_noko3: チャルはまじで頑張ってるえ～
[4:46:29] Kaminagi_TKP: デイリーカジノ
[4:46:30] 朕は沢田: ヤバすぎ
[4:46:41] きえさん: お告げw
[4:46:46] nadoyukaba: 勝ち逃げ
[4:46:46] gundora23: 今カジノヘイスト中だから無理よｗ
[4:46:52] 黒夜叉まる: カジノマスターハンク
[4:47:04] 花咲か兄さん: 全額ベット！？
[4:47:13] 黒夜叉まる: 渡す出来ないま？
[4:47:18] 朕は沢田: おもろすぎww
[4:47:36] gundora23: 逃走ほう助で捕まらんかなｗｗ
[4:47:36] 黒夜叉まる: 先輩に拾わせる後輩
[4:47:40] Kaminagi_TKP: ツイックスでカジノ安全になりましたって来てたっけ？
[4:48:09] allie2209: www
[4:48:10] あすたゆう: ニトロみえるのかっけえなー
[4:48:26] gundora23: 葉はあの赤ちゃんプレイを忘れたのか
[4:48:46] atsumori_pop: 交流しないと火種どころかストーリーも動かんもんな
[4:49:03] たろをまんじ: えらい！
[4:49:40] 朕は沢田: キングスターダイヤモンドか
[4:49:55] nsgrn__: へそフェチかえ？
[4:50:04] pandy19325: ズズ何したw
[4:50:06] want_5870: www
[4:50:16] edix53: カジノヘイスト後で出来る？
[4:50:16] 黒夜叉まる: 絶対そうやと思ったwww
[4:50:19] 花咲か兄さん: めちゃくちゃや
[4:50:24] ottan555: そもそもww
[4:50:26] amane_s: もう口で言うえ
[4:50:40] ten3ten3: ズズあった
[4:51:01] Kaminagi_TKP: 困ったときは検索
[4:51:04] カラーボール: 葉かわいい
[4:51:13] 朕は沢田: wwwwww
[4:51:16] ichi38_: wwww
[4:51:18] 黒夜叉まる: www
[4:51:21] fancy_hippo: ww
[4:51:21] shun0628ns: wwwwwww
[4:51:23] ソルティー_: 待たないw
[4:51:25] うなぎや: おもろｗ
[4:51:28] 花咲か兄さん: 歯止めの効かない男
[4:51:30] Kaminagi_TKP: バケモノすぎるｗｗ
[4:51:39] zenith_ar: www
[4:52:37] atsumori_pop: うめえよなあ～～～～！！
[4:53:08] 花咲か兄さん: 食うって言えな
[4:53:08] 黒夜叉まる: ???
[4:53:08] ソルティー_: 吸う？
[4:53:52] papapapupepon: 甘エビは吸って食うか
[4:54:18] gundora23: もう終わったか
[4:54:54] atsumori_pop: 那須くん優しいえ BibleThump BibleThump
[4:55:04] きえさん: 那須くん優しい
[4:55:32] ichi38_: 寒そうだえ〜
[4:55:34] Kaminagi_TKP: あれ？警察ヘリいる？
[4:55:35] しぇぱ3: なんかまだやってない？
[4:55:35] haveAnero: ゴキいるやん
[4:55:36] nsgrn__: 寒いえｗ
[4:55:52] 朕は沢田: え
[4:55:52] amane_s: え
[4:55:58] nsgrn__: さす葉ｗｗ
[4:55:58] かーくん_: まだやってそうw
[4:56:01] itoriyo: 後処理中か？
[4:56:04] 5kaede: 撃たれるぞw
[4:56:07] 朕は沢田: wwwwwwwww
[4:56:07] しゅう1017: ｗｗｗ
[4:56:08] haveAnero: 全然終わってないやん
[4:56:10] karu__ururu: ww
[4:56:12] kirsten0125: やってるんじゃね
[4:56:13] ichi38_: 葉？
[4:56:13] kashu88: 怒られてるw
[4:56:15] 直生: チャルもママチャリ乗ってたら面白うそうｗ
[4:56:16] きえさん: 入っちゃダメwwwwww
[4:56:18] atsumori_pop: カジノ営業停止ｗｗｗ
[4:56:23] pilafu0: よし 火種マシン行ったw
[4:56:25] 花咲か兄さん: 草
[4:56:26] 二十日後の緑茶: www
[4:56:28] 朕は沢田: おもろすぎwww
[4:56:28] Miyachi_Bravo: 営業妨害やんけｗｗ
[4:56:31] しぇぱ3: なっが
[4:56:35] noko_noko3: これもうひとついけるんじゃね
[4:56:37] nsgrn__: ATMチャンスでは！
[4:56:55] want_5870: 長いな
[4:57:14] 海猫だおーん: wwwww
[4:57:15] shima_023: 籠城戦やってるってこと？！
[4:57:20] nsgrn__: いちゃいちゃｗｗ
[4:57:49] 海猫だおーん: wwwww
[4:57:50] ソルティー_: www
[4:57:51] 朕は沢田: 可愛い葉
[4:57:52] atsumori_pop: かわちいなｗｗ
[4:57:54] レヴィ99: 那須さんずっと待ってくれてるな
