[0:00:03] nongtzz: 95
[1:49:28] 2fairr: 55555555555555555
[1:49:28] rainkeepsfallingdown: 5555555
[1:49:28] jayzbabybigboyz: 55555555555555
[1:49:28] wittaya001: 5555555555
[1:49:28] teatealnw555: 555555555+5555555555
[1:49:28] donut_t0: 5555555
[1:49:29] PeeKruBz: 5555555
[1:49:29] piaezemap: 555555555
[1:49:29] candyy_yy: 5555555
[1:49:29] saifa_m: Kreygasm Kreygasm
[1:49:29] CWKboAT: เล่นใหญ่ด้วยนะอาตี๋ LUL
[1:49:29] aum1116: 555555555
[1:49:29] niwatdear: 555555555
[1:49:30] conner_x01: 555555555
[1:49:30] RealBadYKZ: 55555555555555
[1:49:31] Ghost0team: SeemsGood SeemsGood
[1:49:31] multipleza: 555555
[1:49:31] Fino_2007: 5555555555
[1:49:32] fearchx9: 5555
[1:49:32] M0H0O: 5555
[1:49:32] akkrachai1: รางวัลดีเด่น 5555555555
[1:49:32] thanapatkill04: 555
[1:49:32] praexd: 5555+
[1:49:33] suwinpat: เล่นใหญ่สุด
[1:49:33] ohm_1233: ไส่ใข่
[1:49:33] banknoi9: 555555
[1:49:33] ARTHUR_X0: 555⁵55555555
[1:49:33] HaDes_eiei: 55555555
[1:49:34] d_donut_sk: 5555
[1:49:34] wolf_ezth: 555555
[1:49:34] wa_sitthichai_rbz: 55555556555
[1:49:34] delta_lx: 555555555
[1:49:34] nemesis_min: 55555555
[1:49:34] gotziraEZ: 5555
[1:49:34] moon_pyp: 5555555555
[1:49:34] maimelira: สุด
[1:49:34] HopPeRTH1: 5555
[1:49:34] ill_ko04: 5555
[1:49:35] pig__sn: เล่นล้าน
[1:49:35] anucha_ff: @teilgodff เผือก
[1:49:35] rabbit_t_: เข้าาา
[1:49:35] dxholly: สุดด555555
[1:49:35] BIGPAO17: 5555555
[1:49:35] fujixerox122: 5555555555555555
[1:49:35] suppakrit112: 5555
[1:49:35] dkubdd: สุดยอดจริงๆ
[1:49:36] Mik_2547: 5555555
[1:49:36] zixzax_: สวยจัด555555555
[1:49:36] cfackr3: 5555555555555
[1:49:36] kkd_kong: 555
[1:49:36] iguesigi3isjfkwixi: 555
[1:49:36] minggoooooo: 555555555
[1:49:36] film90876: rebirthztvTew_SG
[1:49:37] Genoscarlet9: เล่นใหญ่จัด5555555555
[1:49:37] jatingja_: โก้โก้กลัว555
[1:49:37] Fox115000: ยาว5555
[1:49:37] lazadath: 5555
[1:49:37] bigbear_r: 5555555
[1:49:38] Akkadet_16: 5555555555555555
[1:49:38] xsxsxs2: 5555
[1:49:38] dack_is_justbrothers: 5555
[1:49:38] hduf123: ตี๋เล่นใหญ่55
[1:49:39] SUNGKIII: SeemsGood SeemsGood
[1:49:39] nes2888: 5555555
[1:49:39] r15th91: เป็นตุเป็นตะเชียว
[1:49:39] daejanggeum49: 5555
[1:49:40] chanza00: เป็นเรื่องเป็นราว
[1:49:40] okgth: 555
[1:49:40] klattmim: 5555อันนี้ได้
[1:49:40] grichkub: เล่นสุด 5555
[1:49:41] pingzagio: 555555
[1:49:41] alfrid_001: เข้าสคลิปแบบเนียนๆ
[1:49:41] thanphisit1150: จ้าง20เล่น200000
[1:49:42] wanqmm: 5555
[1:49:42] racker49631: จ้างร้อยเล่นล้าน
[1:49:42] phjlzx_lil: เป็นตุเป็นตะ5555555
[1:49:42] purinwongyot: คนหรือปลาไหล5555
[1:49:42] INFINITY_KAT11: LUL
[1:49:43] barbiexxxxxx: รางวัลดีเด่น
[1:49:44] jirawat_ps: 5555อาตี๋นักแสดงฮอรี่วูด55555555
[1:49:44] newckck: 555555+
[1:49:45] katay_kingkittisack: 555555555555555555555555
[1:49:45] looksomm: เล่นใหญ่มากอาตี๋
[1:49:45] TeeradetTv: 555
[1:49:47] Blackcoff_ch: 5555555
[1:49:48] Periphery32: ทีมงานคุณภาพ55555 SeemsGood
[1:49:48] kapomcub: 5555
[1:49:48] imbaiblue: 5555555555
[1:49:49] 3sofree: 5555555
[1:49:49] ultarlucky: เล่นใหญ่จัดๆ
[1:49:49] tenandthirteen: 5555555555
[1:49:49] traffix_stayxreal: เล่นสุด เอาสุด
[1:49:50] domme0000: เป็นตุเป็นตะ
[1:49:50] ninghtkung: 555555555
[1:49:50] DoMStudent: 55555555
[1:49:51] ArOma7x: อย่างฮา LUL 555555
[1:49:51] alphx_xxx: 5555555555555555
[1:49:52] mavisokgood: 5555555555555555555555
[1:49:52] purple_moon_iusupczz: คนแบบนี้อย่าให้ประกันตัวนะเดะหนีอีก StinkyGlitch
[1:49:52] bthebirdqwp: ไหล
[1:49:52] dx_mac: เรียบบบบฃ
[1:49:53] loserperfect05: เล่นใหญ่
[1:49:53] nineny555: ไหวชิว
[1:49:56] flambaby: rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:49:56] jirayuuz: ใหญ่จริง555555555555
[1:49:56] kappajimmyxXxxX: 555555
[1:49:57] stamp_oopshot: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:49:57] napat__: ถ้วยใบโตๆมิบให้ลุง
[1:49:58] PONRATUM: เนียนจัดดดดดดด
[1:49:58] tar6789: แผนแตก
[1:49:58] march_ntw: อาตี๋คือสุดจริง555555
[1:49:59] BewPatipan77: เพลงเศร้าจัด
[1:49:59] babykhamsoft: รับรางวัลไปเลยอาตี๋การแสดง NO.1
[1:50:00] Kanchani: ละครน้ำดี
[1:50:00] chariti007: จ้าง100เล่น1000000
[1:50:02] thanachat_kaewbudsa: จ้าง10 เล่นล้าน
[1:50:02] aekkaract1997: rebirthztvITA
[1:50:05] 675688: รูปแรกคนละปืนๆๆๆๆ
[1:50:05] kongkongiron895: เอ้าาาาาา
[1:50:05] maimelira: ใสๆ
[1:50:06] moskorawich: เอกการแสดง
[1:50:06] thatsanai098: อาตี๋เล่นใหญ่
[1:50:06] peahyon: เล่นใหญ่ รัชดาลัย
[1:50:09] phongsakon25: ปลากินเหนื่
[1:50:09] domztsu: เกรดการแสดงเท่าไหร่หรอครับ
[1:50:10] Fox115000: เหลี่ยม3ทิศ
[1:50:10] SawattK: สุดจัด555
[1:50:13] Up2Skyy: อย่างฮา rebirthztvHaha
[1:50:13] flukenoi_officail: เอาจัด
[1:50:13] hihotsmok: อาตี๋เล่นใหญ่เวอร์555
[1:50:14] little_cme: อย่างใส่อารมณ์ รัชดาลัยเทียร์เตอร์มาก
[1:50:14] nammon222: ปืนในมือพี่สมอะ
[1:50:14] masaii_ipf: ชอบเอ็นเนอร์จี้อาตี๋55
[1:50:14] gamchana: ลุ้นอะะะ
[1:50:15] edqzto5: หลักฐานอย่างเยอะ
[1:50:15] Ghost0team: เป็นทุกอยางให้เธอแล้ว Byอาตี๋
[1:50:16] my_rorikon: หลานเวน 555
[1:50:16] tankbeer1: รอดูนะครับว่าจะแตกหรือไม่
[1:50:18] methaaraphon14: ไม่ใช่เทรนรยำ
[1:50:19] im_joker_01: ตอนนี้เรานำละ ยังไงก็โดน rebirthztvHaha
[1:50:19] nus_11n: อ้าววววววว
[1:50:20] zimburng: ยิ่งกว่าฮอลิวู้ด
[1:50:23] ArkaziA_CH: งอมบอกเลย5555555
[1:50:23] tewit191: 5555+
[1:50:25] mavisokgood: กระทูบ
[1:50:26] kazy919: พลาดอย่างนึงรึเปล่าไปแจ้ง ตร ว่าโดนค่ารถ แต่รูปนอกรถ555
[1:50:32] rabioza_z: กระทูบ555
[1:50:33] wingodsss: rebirthztvMc
[1:50:36] keepitjuicyjustforpapi: กระทูบบบบบ
[1:50:36] suppakrit112: 5555
[1:50:40] HiewKanom: กระทูบแล้ววิ่งหนี555555
[1:50:41] supakij_mos: !uptime
[1:50:42] Nightbot: Stream uptime 1 hour, 51 minutes, 2 seconds
[1:50:43] nipon_12: rebirthztvMc
[1:50:45] DeeKub_G: เอารูปที่กระทูบ555555555
[1:50:45] snook5555: Squid Squid1 Squid3 Squid2 Squid4
[1:50:47] moo_thot: ทีมเวิคเคอะ
[1:50:48] ARTS_ExcaliburZ: กระทูบบบบ
[1:50:56] kitjapk: กระทูบ55555 อาตี๋รีบพึดน่ะ
[1:51:01] jayzbabybigboyz: 55555555
[1:51:05] nus_11n: 55555555
[1:51:07] nammon222: ปืนในมือพี่สมอะ
[1:51:09] Rihito_Bark: 5555
[1:51:09] earthperayoot: ค่อยๆๆๆ
[1:51:10] adisak18: รับสะด้วย5555
[1:51:12] teerasak_moon: rebirthztvThae rebirthztvThae rebirthztvThae rebirthztvThae rebirthztvThae
[1:51:14] Rocky_Still: 55555555
[1:51:15] IZERSAD: กระทูบ
[1:51:16] beersos00: ยังไงก็โดน
[1:51:19] b_beam888: rebirthztvPlease rebirthztvPlease
[1:51:22] BungseeOrio: !uptime
[1:51:23] Nightbot: Stream uptime 1 hour, 51 minutes, 42 seconds
[1:51:23] oppvgdjs: ResidentSleeper
[1:51:24] monkeyztt: Jakการละคร พี่เป่าพลาดที่ยิง
[1:51:26] alfrid_001: กระทูบแล้ววิ่งหนี
[1:51:27] phuttimaet_ken: !uptime
[1:51:30] taiccvv: Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1 Cheer1
[1:51:35] wolf_ezth: สงครามประสาท
[1:51:39] maxna_5924: SSSsss SSSsss
[1:51:39] thanphisit1150: เหนือฟ้ายังมีเฆก
[1:51:40] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[1:51:40] fuyuki_2002: rebirthztv5555 rebirthztv5555
[1:51:42] nammon222: ปืนในมือพี่สมอะ
[1:51:44] vscdolza: กระซิบ
[1:51:45] farnizapi: เอ้า
[1:51:45] rezeero: สงครามประสาท
[1:51:47] purple_moon_iusupczz: ปืนลุงไม่มีลูกยิงได้ไง3คน StinkyGlitch
[1:51:48] edqzto5: เสียงหาย
[1:51:48] kiavin_1996: ..
[1:51:48] pond1243: Squid1 Squid2 Squid3 Squid4
[1:51:49] nontawaw111: MercyWing1 Squid2 Squid3 Squid2 MercyWing2
[1:51:50] contact_8888: เต็มG
[1:51:52] attrvsh: สงครามเหลี่ยมม
[1:51:52] kengchonrasit: ปืนไม่มีกระสุน
[1:51:52] ultarlucky: 5555
[1:51:55] film90876: rebirthztvTew_SG rebirthztvTew_SG
[1:51:57] umamiiii: ยิงยังไงปืนไม่มีลูก
[1:52:00] nipon_12: PowerUpL rebirthztvMc PowerUpR
[1:52:00] kimroce: DarkMode DarkMode DarkMode
[1:52:01] chavellz: สวัสดีค้าบพี่เอส rebirthztvPlease
[1:52:05] bassp__: ปืนไม่มีกระสุนเราบอกได้ว่าเราไม่ยิง
[1:52:05] lukakishix2: ปืนไม่มีลูก5555
[1:52:06] Raffyz_7: ปืนไม่มีลูก ยิงได้ไง 5555555
[1:52:07] zero_xsd: ปืนลุงไม่มีกระสุนนิ
[1:52:07] yodsapone: rebirthztvThae rebirthztvThae
[1:52:09] songkran_jak: พี่เปาโดน100%ไหมครับแบตหมดพอดี
[1:52:10] babykhamsoft: สงคมมันบีบหมอเปา 555
[1:52:10] monkeythz: งื้มม
[1:52:11] i_am_wedday: @purple_purple_iusupczz เป็นลมแดดทำงานเยอะ
[1:52:14] rxngod: rebirthztvThae rebirthztvThae rebirthztvThae rebirthztvThae rebirthztvThae
[1:52:16] jeffy_jc: ปืนไม่มีกระสุน
[1:52:19] napat__: แถถถถถถ
[1:52:20] Dullyindy: จะ3-1 หรือ 4-0
[1:52:20] purple_moon_iusupczz: @wedsmk ห๊ะ
[1:52:20] phasumon1: เเต่ปืนไม่มีกระสุน
[1:52:21] bcv_pond: ปืนลุงไม่มีลูก
[1:52:24] Up2Skyy: กระสุนหมดพอดี อย่างสวย rebirthztvHaha
[1:52:25] thanphisit1150: ประสาทททท
[1:52:26] sarayut_2000: ยิ่งแก๊งเราา
[1:52:26] Nesdetsu: แจ้งความเท็จนะปืนไม่มีลูก555555
[1:52:27] kongkongiron895: 5555 ปืนไม่มีลูก
[1:52:28] d_donut_sk: บอกเเก๊งเรา55
[1:52:29] mix_devil1: แต่ปืนไม่มีกระสุน
[1:52:30] film90876: MercyWing1 GlitchCat MercyWing2
[1:52:33] famkub01: ปืนไม่มีลูกๆ
[1:52:34] 0935612915: ปืนลูกไม่มีลุง
[1:52:35] sutthirat_47: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[1:52:37] chavellz: @purple_purple_iusupczz สวัสดีครับพี่ซุป jackey9JackeyDja
[1:52:37] film99o: rebirthztvThae rebirthztvThae rebirthztvThae
[1:52:39] jetsadakon_frame1352: แถได้หลายทางครับ
[1:52:39] diodrao: ResidentSleeper ResidentSleeper
[1:52:39] abd_hafiss: ปืนไม่มีกระสุนน่ะะ
[1:52:43] JJITRSE: ปืนไม่มีลูก5555
[1:52:44] suradech11: 555
[1:52:45] love_sickkk: 555555555555
[1:52:46] agong___: 555
[1:52:47] ArOma7x: 5555555555555
[1:52:47] choppertr_ch: kksgam1KKsPo1 kksgam1KKsPo1 kksgam1KKsPo1
[1:52:48] traffix_stayxreal: 5555
[1:52:48] jittakorn_x2: MercyWing1 GlitchCat MercyWing2
[1:52:49] nus_11n: ผอ.ซวยยย
[1:52:50] sitasinan556: เนียนเสยยย
[1:52:51] youngsteratom: ปืนไม่มีลูก แจ้งความเท็จ
[1:52:51] benjaminx42: งอแงง
[1:52:52] apiruk48: ตอนกระทืบพี่สมถือปืนรึป่าวครับ
[1:52:52] purple_moon_iusupczz: @hongdaeyeong สวัสดีจ้าปี้ jackey9Mnheart
[1:52:54] leelean8: LUL LUL NotLikeThis
[1:52:54] beermook001: ปืนไม่มีลูก555
[1:52:54] aussadakorn: 55555555
[1:52:54] godchen56: jetdohzLol jetdohzLol
[1:52:54] maimelira: 555555 ชนระทุกทาง
[1:52:54] Willet999: ให้พี่เขาตายใจ
[1:52:56] Fox115000: โลกมันกลมสังคมมันเหลี่ยมจริงๆ55555
[1:52:56] thaoi1111: คิดกับ
[1:52:58] thanphisit1150: FootYellow LUL NotLikeThis FootYellow
[1:52:58] bokuya_: เหลี่ยมชนเหลี่ยม
[1:53:01] toei_2: PowerUpL Squid2 Squid3 Squid2 PowerUpR
[1:53:02] flukenoi_officail: เนียนจ๊าดดดดดดดด
[1:53:04] Gupolpp3: ร้ายพอกัน5555
[1:53:04] jatingja_: 5555
[1:53:05] tanblinkzz: 555เข้าแผน
[1:53:06] bigbear_r: มีใส่เนื้อออด้วย 555555
[1:53:06] babyqbie_: 555555555
[1:53:10] 92834917: @super_jumong ?
[1:53:11] bar1ccccc: 5555
[1:53:11] tee4321: เกลี่ยมชนเหลี่ยม
[1:53:12] ga_nathaniel: 5555555
[1:53:13] heldnik: เข้าแผน
[1:53:13] alfrid_001: ใจเย็นเรามีไม้ตายกันหีบ
[1:53:13] whan_yi: CoolCat
[1:53:14] acearmuwu: นี่มันแฟมมิเหลี่ยม5555
[1:53:16] somebadyluv: 5555555555555
[1:53:16] purple_moon_iusupczz: ในรูปลุงไม่ได้ถือปืน
[1:53:17] famkub01: เมื้อกี้บอกยิงไปแล้วนะ
[1:53:17] film90876: CurseLit GlitchLit CurseLit
[1:53:18] poomzaza990: เหลี่ยมชนเหลี่ยม
[1:53:18] immarqqqq: rebirthztvHaha_HF
[1:53:19] bthebirdqwp: ร้ายเหมือนกัน
[1:53:19] nus_11n: ใส่ร้ายยยยยยยย
[1:53:20] i_am_wedday: @purple_purple_iusupczz rebirthztvHaha กำลังๆอึนๆอยู่ขอโทษ55555
[1:53:20] NoBitahub: 55555555
[1:53:22] gamchana: โอ้ยยยยพอกันน555555
[1:53:25] traffix_stayxreal: แต่เรามีหลักฐาน555
[1:53:25] Rocky_Still: 5555555
[1:53:25] tabank: เหลี่ยมจัดเลยทั้งคู่
[1:53:26] morefeenf: อย่างชอบบ
[1:53:26] nuatiny: ป้องกันตัวโดยการต่อยหนะสิ้
[1:53:26] edqzto5: จบกัน
[1:53:28] NKR_92: หลอกถามแล้วมาคุยหลัง รพ จิงไหม
[1:53:28] maimelira: จบล่ะ ผอ.
[1:53:28] Up2Skyy: เหนือฟ้ายังมีฟ้า rebirthztvHaha
[1:53:29] jayzbabybigboyz: 555555555555555555555555555555555
[1:53:29] tnploser: จะ 4-0 หรือไม่
[1:53:30] mavisokgood: cheer20 แฟมิเหลี่ยมcity
[1:53:30] maxna_5924: DarkMode DarkMode
[1:53:32] ultarlucky: MercyWing1 FootYellow EarthDay FootYellow MercyWing2
[1:53:32] Rihito_Bark: หลักฐานมัดตัว555
[1:53:32] sincure_: ไม่น่ารอดดดดด555
[1:53:33] bokuya_: @92834917 ....อะไร
[1:53:36] earthperayoot: งง ให้ความงง
[1:53:36] purple_moon_iusupczz: @wedsmk สวัสดีจ้า jackey9Mnheart
[1:53:37] jaderonda: Squid1 Squid3 Squid2 Squid4
[1:53:38] Copzero420_: รอดูหลักฐานละกานนน
[1:53:43] Genoscarlet9: 5555555555555555
[1:53:43] zimburng: เรียบร้อยยย หลักฐานแน่นขนาดนั้น
[1:53:46] Ghost0team: โลกมันกลมเพราะสังคมมันเหลี่ยม
[1:53:46] wunxjskw: ลุงอย่าลืมหลักกิโลนะคับ
[1:53:47] nai111nai: ไครคนโดนยิงที่เกบผักอะ
[1:53:56] film90876: PowerUpL EarthDay PowerUpR
[1:54:03] jr_juniorrr: ผู้กำกับเปา ถุงดำ
[1:54:05] Dullyindy: ทนายโรเบิตหายไปไหรหน้ะ555
[1:54:08] film99o: rebirthztvThae rebirthztvThae rebirthztvThae
