[2:30:01] flukeskxs: สวยจริง
[4:23:06] LerMang: เอา200นั้นไปเดิมพันกับยุคสมัยใหม่ไหมลุง
[4:23:07] joek200: ฝรั่งหลอกไทย
[4:23:08] pubcenzo: กวางขาวอยู่กลางเขา
[4:23:09] smerff01: ลุงลองคิดถึงจำนวนเงินที่ลุงจะได้ดิะวกแบงค์พันอะ
[4:23:11] petchppz: 100ดอลแลกกับ10ดอล ยังไงก็คุ้ม
[4:23:13] marharr025: พี่ตี๋ครับเบาๆหน่อยหมาที่บ้านเห่าละครับ
[4:23:14] aom13002251: 50 เปน 100 เปน 200 เปน 400 เปน 800
[4:23:15] B4DoubleL: เขาทดลองใจพี่ จิตวิทยา ไม่ได้ก็เล่นต่อแม่ง อารมณ์นี้ ต้องเอาออก
[4:23:18] BoonTing02: ดูแล้วอยากลองเองเลย 5555
[4:23:19] whale25hz: ฝรั่งขี่นก
[4:23:21] loveutot: rebirthztvNhong
[4:23:22] pamin_111: พี่ตี๋ต้องร้อง กวางขาว
[4:23:23] jak_2550: พี่ตี๋จัดหน่อยยครับ10บาทตีคู่กะลุงงง
[4:23:27] tapking_4: ตี๋พูดไม่ตรงแทงเลย
[4:23:31] さらゆベイビービッグボス: สาธุ
[4:23:32] Tour_888: บังคับเล่นต่อ
[4:23:33] PreechaKa: ลุงคิดถึงเม็ดเงินมหาศาลที่ลุงกำลังจะได้สิลุง
[4:23:33] ovbigxd: เดี๋ยวโดนกินเยอะงอมคริแน่555
[4:23:35] finixzku: 555555
[4:23:36] i_kuyy: 5555
[4:23:37] ehuejej: รักพี่ตี๋ครับ
[4:23:37] QQRR1010: ขายเลยลุง
[4:23:38] buvgfxrjno: 555//
[4:23:39] teeraphat55: จริง
[4:23:40] BoonTing02: ไม่ลุงอยากเล่น 55555
[4:23:41] phoom_don: ไม่สนิทบิดหมด ไม่สลดบิทอีก
[4:23:42] pea_sperant: เว็ปไม่หลอกลุงแต่อาอี๋หลอกลุง StinkyGlitch
[4:23:42] ugfdgh: 555555555
[4:23:43] jezter_zero: พี่ตี๋ครับแวะดูเกมBroken Arrowใผเหน่อยครับ
[4:23:44] FuseFufy: โดนลดเรทละ
[4:23:46] thistygj: บังตี๋ทรงเชง
[4:23:53] One_GodGG: jackey9JackeyLOL jackey9JackeyLOL
[4:23:55] tonggod2551: ...ตึง
[4:24:00] dixkznvzww828: ขายเอาไปทำไห้มันเป็น400
[4:24:01] Nitr0Gen_77: ถามพี่แบ
[4:24:04] fewfew_lll: SeemsGood
[4:24:05] IcezyBlueII: มันให้เอาแต่ของกึ่มๆ
[4:24:05] niineeee: รักพี่ตี๋ราชากวางขาวคับ
[4:24:07] khun14152dj: D
[4:24:07] petchppz: อิโสเก อิโสเก ไอ้คนที่บอกว่าเงินซื้อความสุขไม่ได้อ่ะมันโง่
[4:24:08] armyyyyyl_l: ตี๋เองก็เคยห้าม แม็คบอกตังกูมึงจะเสือกทำไม
[4:24:13] pudchong1994: เอาเลยครับจาก100จะเหลือ0
[4:24:13] kenkungggg: มันเห็นลุงกำไรมันเลยไม่ให้
[4:24:18] amshi07: เเม่จ๋าหนูได้ออกกล้อง
[4:24:19] thirapong2548: พี่ตี๋เบาๆหน่อยครับผมจะนอน
[4:24:19] One_GodGG: มันอยากให้ลุงไปต่อ
[4:24:23] cutemaru: ได้เงินหรอคับ
[4:24:23] TOONNAKUBNa: xerxlololHippp xerxlololHippp xerxlololHippp
[4:24:25] Tour_888: StinkyGlitch
[4:24:29] gano1123: มันจะโปรโมทให้ลุงได้ของดี555
[4:24:32] jiggojigg: พีก็พูดไป
[4:24:33] samahusamaha: ResidentSleeper ResidentSleeper
[4:24:37] gun_huus: หมื่นกีบอ่อพี่ตี๋
[4:24:38] naszaza44444444: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[4:24:39] zzsodazz: บวกหรอคับ
[4:24:40] pukqjkd: หม่่นกีบหรอครับ
[4:24:42] songkrod123: ตอนไหนอาตี๋ จะเอา110ทรงเชงออกมาแข่งหรอคับ
[4:24:42] chutithep21: พี่ตี๋ไม่โดนเค้าเก็บอ่อ
[4:24:43] aistemis: ได้หมื่นเสียแสน
[4:24:43] petchppz: ที่กินโจ็กกบอ่ะนะ
[4:24:44] finixzku: ขาย200ได้กลับมา400 ขาย400ได้กลับมา800 กำไรเนาะๆลุง
[4:24:45] さらゆベイビービッグボス: ก่อนหน้านั้นเสียไปเท่าไร
[4:24:47] morem_583: ResidentSleeper ResidentSleeper ResidentSleeper
[4:24:49] neverlose_win: แล้วได้มี...ไอนี้ป่ะพี่ตี๋
[4:24:49] zaen_123: rebirthztvAhiahi
[4:24:49] ovbigxd: @cutemaru หึได้ตีนเป็นหมื่น555
[4:24:50] cutemaru: เว็บน้อง ถ้าดูอยู่ ก็ให้ออกดีๆ
[4:24:51] frame_57good: ผมว่ายาว
[4:24:54] wavemch: rebirthztvMuay
[4:24:54] goodnigjt5: ตี๋อย่าโม้
[4:24:55] boyhaha02: หมื่นกับ ชัวร์
[4:24:55] iceking440: 10000ทำเป็นโชว์ผมหมดตัวยังไม่โชว์เลย LUL LUL
[4:24:58] zzooppqq: jackey9Zunjud jackey9Zunjud
[4:25:01] t0pfee_: พี่ตี๋เล่นให้ดูบ้างง
[4:25:04] dogta1150: rebirthztvRuraa
[4:25:07] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[4:25:07] nampugod: จำได้ครับพี่ตี๋ที่ปอยเปรตพี่ตึงมากวันนั้น
[4:25:08] watchasan2005: rebirthztvMuay
[4:25:10] ppukk1: MyAvatar
[4:25:10] siwawixxx: ลุงไม่มีสตีมการ์ด ต้องเว้นระยะการเทรดของนะครับ เพราะลุง เทรดไปแล้วเล่มนึง rebirthztvMuay rebirthztvMuay rebirthztvMuay
[4:25:11] meyoufo: rebirthztvRun rebirthztvRun rebirthztvRun
[4:25:14] zaen_123: rebirthztvMuay rebirthztvMuay rebirthztvMuay
[4:25:14] pavitchaya_227: นับแต่ตอนได้ป่ะพี่ตี๋
[4:25:15] statice_t: ทำไรครับแชทพึ่งมา
[4:25:22] zzsodazz: ลุงบวกหรอคับแชต
[4:25:22] bollly1999: rebirthztvMuay rebirthztvMuay rebirthztvMuay rebirthztvMuay
[4:25:25] niineeee: แล้วได้มีใคร..มั้ยพี่ตี๋
[4:25:25] aumnun1: หิวข้าว
[4:25:27] Akina_T300: jackey9Huphup jackey9Huphup jackey9Huphup jackey9Huphup
[4:25:31] songkrod123: ตอนไหนอาตี๋ จะเอา110ทรงเชงออกมาแข่งหรอคับ
[4:25:34] Desolate_TM: ถ้ายืนยัน สตรีมกาด ตอนนี้ติด 15 วันนะครับ
[4:25:40] nsoforrrr: นี้คือการแสดงให้เห็นนะครับ ว่าการลงทุนมีความผู้ลงทุนควรศึกษาข้อมูลก่อนการตัดสินใจลงทุน Kappa
[4:25:40] vaiperrxhxe: สุดท้ายจริงป่าววว
[4:25:40] mona_wexkj: หิวข้าว
[4:25:41] boxx14288: สุดท้ายไม่มีอยู่จริง
[4:25:41] ovbigxd: บวกครับ20$
[4:25:44] cutemaru: สอนเชิงมวย มันลุง
[4:25:45] icexerxer: พอแล้ว=
[4:25:45] petchppz: ปั่นสล็อตยังง่ายกว่า5555
[4:25:46] B4DoubleL: ครับพี่
[4:25:46] chittawan123455: สาธุ99
[4:25:46] talonaja: Kappa Kappa Kappa
[4:25:47] MaithaiJaitawan: HypeLUL
[4:25:47] narenritpinta: rebirthztvTadaeng rebirthztvTadaeng
[4:25:47] aaumnad: อันสุดท้าย =
[4:25:49] jakkarin_wa: สุดท้าย=
[4:25:50] teeraphat55: เค
[4:25:51] khampeeraphong: สุดท้ายไม่มีอยู่จริง
[4:25:51] finixzku: นักรบย่อมเสียเลือดเนื้อคับลุงปะลุยต่อออ
[4:25:53] newclearvip: 200ดอลแน่ๆ
[4:25:54] D0U_BIE: babyju8Dogg babyju8Dogg babyju8Dogg
[4:25:56] filmz_pakorn: 200ดอล
[4:25:58] moon_hub_: สุดท้ายเหมือนรถป่ะ
[4:26:00] mosnewrid: rebirthztvRich rebirthztvRich
[4:26:01] nicesniper007x: แตก
[4:26:01] toktackkung: rebirthztvTadaeng rebirthztvTadaeng rebirthztvTadaeng
[4:26:07] tuihdeeia: HypeApplause HypeApplause
[4:26:07] i_kuyy: ของในเกมด้วย ยิ่งติดเลยคนเล่นเกมอ่ะ555
[4:26:08] cutemaru: ตั้งกาดรอ rebirthztvMuay
[4:26:10] One_GodGG: StinkyGlitch รอร้านเกมส์ สงครามมันส์
[4:26:10] siwawixxx: คุ้มแน่นอน 5555
[4:26:10] GuayJeng666: สอนธุรกิจมันหน่อย
[4:26:11] naek1240: rebirthztvRun rebirthztvRun
[4:26:17] beermssf435: ขายเถอะลุง
[4:26:17] lilfoat1512: อะใรที่เป็นการลงทุนลุงเอาหมด
[4:26:19] jackkey13: StinkyGlitch StinkyGlitch
[4:26:19] petchppz: เค100
[4:26:19] D0U_BIE: rebirthztvSunn rebirthztvSunn rebirthztvSunn rebirthztvSunn
[4:26:22] golfze12: มา 100
[4:26:23] loveyou5786: สุดท้ายที่จะเติมแล้ว 20 แล้วไปเติม20k
[4:26:24] filmkkyy: กำลังสนุกเลย เเฟนดันมาบอกเลิกTT
[4:26:26] ovbigxd: พี่ใจร้อนพี่ต้องรอก่อน
[4:26:27] skwhyzz: 100
[4:26:27] poms4z: เค20
[4:26:29] giantbabyyy: เว็บมีดหมด
[4:26:30] newton_31: ขาย
[4:26:32] BoonTing02: 5555555
[4:26:34] AUMMMMMMM_: เปิดใจให่ขี่เหล่าแน่~~
[4:26:34] patarawut00002: มันไม่มีของหรือป่าวลุง
[4:26:35] bluesky_cb: แบดเทิล
[4:26:37] NoahXPM: 20 Kappa Kappa Kappa Kappa
[4:26:37] niineeee: 555555
[4:26:37] thanawat_jr: เดิมพัน
[4:26:39] ParkCup: 5555
[4:26:41] 8kimmmmmmmm: สุดท้าย= เหมือนFifa23แป๊ะ555
[4:26:41] iceking440: เคสถูกหลายๆรอบ
[4:26:41] reonardd13: ลงตีมเสร็จจัดหนักแน่ๆ
[4:26:47] banks_56: 20 = 100
[4:26:49] pitzcha: 5555555555
[4:26:50] edxtrp: รอซัพพอทตอบก่อนลุงมะกี้มันแค่คำขอหมดเวลา
[4:26:50] JaySanc98: 500 เกลือ
[4:26:53] nsoforrrr: 555555555
[4:27:08] kizzwant_125: 555
[4:27:09] siwawixxx: มาไวเคลมไว 55
[4:27:10] cutemaru: เกลือตรงนี้ ไปได้ตรงนู้น
[4:27:16] nsoforrrr: M4 มาแล้ววววว
[4:27:17] pleum_modxtyzzz: 55555
[4:27:17] bedinomoz: 5555555555555
[4:27:17] thanawat_jr: Batle
[4:27:27] octanee99: 5555555
[4:27:29] 6ixtynin9_: ลุงใจเยนๆ
[4:27:34] JaySanc98: ไม่เสียได้ไงดู %
[4:27:35] siwawixxx: ล็อค 95%
[4:27:37] nsoforrrr: M 4 มาแล้ว พี่
[4:27:45] sakeenah27: พี่ต้องไปเล่นเปิดห้อง
[4:27:47] newclearvip: 10ดอล
[4:27:47] MaKXiiMaG: ล่างขวาๆ
[4:27:48] reonardd13: เล่นให้ดู = ??
[4:27:48] MaZZaYiD: ไปจอยเขาได้นะ
[4:27:49] champ_champ__96: กล่องมีดไงลุง
[4:27:49] singhbeer: Battle ต้องใส่เล่นหลายๆกล่อง ลุ้นดีกว่าใส่แค่กล่องเดียวมีโอกาสพลิกชนะด้วย
[4:27:49] AUMMMMMMM_: สนองนีท+สอนเด็กๆน้องๆหนูๆตอนตี3
[4:27:51] Desolate_TM: 555555555
[4:27:56] gotsno01: เลือกน้อยๆ หลายไปล่อง
[4:27:59] iceking440: ไปจอยเขาดิพี่
[4:28:01] alex1ndeq: รวยเลยลุง
[4:28:01] Caramxlyy: upgrade
[4:28:02] cutemaru: มันจะหมดสนุกไวนะ 55555
[4:28:05] sakeenah27: ได้ชัว
[4:28:07] Nookdwer: เปิดไม่คุ้ม
[4:28:09] wairong: สีกกล่อง
[4:28:12] kuminn_mimi: ไม่คุ้มเปิดเองอะ
[4:28:13] BoonTing02: 555555555555
[4:28:15] vaiperrxhxe: 5555
[4:28:15] finixzku: ชนะ100สู้
[4:28:16] akiosakurar: เปีดไม่คุ้ม
[4:28:19] AUMMMMMMM_: อัพ
[4:28:19] xeme_yoshi: ค่อยๆเป็นค่อยๆไป
[4:28:19] ittipat_102: หมดหนุกไวอะดิ
[4:28:19] kizzwant_125: 5555555
[4:28:20] zExaMpLezz: 5555
[4:28:21] aomsinz__stp: 5555555
[4:28:21] nsoforrrr: M 4 มาและพี่ ขวาล่าง
[4:28:22] i_am_wedday: สักอย่างๆ555555
[4:28:23] buvgfxrjno: อันนี้
[4:28:23] jirasakkko: มันเอาไปอัพเกรดได้
[4:28:25] happy_to_: อัปได้กว่านะ
[4:28:31] One_GodGG: jackey9JackeyLOL jackey9JackeyLOL
[4:28:31] seeet_so: เล่นอันนี้ละเอาไปอัพได้ไง
[4:28:31] THATDANAInew: ตี๋บอกเอาสักอย่าง 555555555+
[4:28:33] pluemkubpom: ขวาล่างๆๆ
[4:28:34] i_kuyy: เปิดกล่องน้อยๆสิ จะได้เล่นนานๆลุง555
[4:28:36] cutemaru: มาาาาวะ
[4:28:46] Rollindey: สวย
[4:28:46] finixzku: ez money
[4:28:47] Ajanblackie: LUL
[4:28:51] bluesky_cb: ขาย
[4:28:53] onlyone_p_: กำไร
[4:28:55] pilotttz: +9
[4:28:56] boatx14: กำไล9ดอล
[4:28:58] khomsan_ok: ขายเล่นต่อ
[4:28:58] chutithep21: กำไร
[4:28:59] gun_huus: ขายๆๆ
[4:29:01] rubya1982s: กำไร9ดอล55555
[4:29:02] heremos1: กำไร 9ดอล 5555
[4:29:02] champ_champ__96: ลุงใด้ปืนมันด้วยนะ
[4:29:05] dekyoungthug: กำไร
[4:29:06] Yacthz: อัพเกรดดีกว่า 555
[4:29:07] nnnutthawet: 9 ดอล
[4:29:09] K3nNicolai: 55555555
